"GBAC","country","host","collection_date","serotype","Topotype","color"
"MH053335/ZWE/cattle/1965/SAT2","ZWE","cattle",1965,"SAT2","I","#DF5C36"
"MN103523/NER/cow/2014/SAT2","NER","cow",2014,"SAT2","VII","#88B022"
"MN116692/KEN/cow/2014/SAT2","KEN","cow",2014,"SAT2","IV","#B8B819"
"MT602089/EGY/cattle/2018/SAT2","EGY","cattle",2018,"SAT2","VII","#81A817"
"MT602090/ETH/cattle/2015/SAT2","ETH","cattle",2015,"SAT2","VII","#729900"
"MT602092/KEN/cattle/2017/SAT2","KEN","cattle",2017,"SAT2","IV","#B2B209"
"MW355671/MOZ/Unknown/1970/SAT2","MOZ","Unknown",1970,"SAT2","I","#EF826B"
"MW355673/ZWE/cattle/1989/SAT2","ZWE","cattle",1989,"SAT2","II","#6FA2C3"
"MW715622/NER/cow/2018/SAT2","NER","cow",2018,"SAT2","VII","#84AC1C"
"MW715623/NER/cow/2017/SAT2","NER","cow",2017,"SAT2","VII","#9FC845"
"MW715624/NER/cow/2017/SAT2","NER","cow",2017,"SAT2","VII","#93BC33"
"MW715626/NER/cow/2017/SAT2","NER","cow",2017,"SAT2","VII","#97C039"
"MW715627/NER/cow/2017/SAT2","NER","cow",2017,"SAT2","VII","#9BC43F"
"MW715628/NER/cow/2017/SAT2","NER","cow",2017,"SAT2","VII","#90B82E"
"MW715629/NER/cow/2017/SAT2","NER","cow",2017,"SAT2","VII","#8CB428"
"OM562453/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#E0E07C"
"OM562454/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#DEDE78"
"OM562455/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#DEDE76"
"OM562456/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#DFDF7A"
"OM562457/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#EDED9C"
"OM562458/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#ECEC9A"
"OM562459/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#EAEA94"
"OM562460/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#E2E282"
"OM562461/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#E5E588"
"OM562462/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#E7E78E"
"OM562463/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#E8E890"
"OM562464/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#EEEEA0"
"OM562465/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#EBEB98"
"OM562466/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#E6E68C"
"OM562467/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#E9E992"
"OM562468/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#E4E486"
"OM562469/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#EAEA96"
"OM562470/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#E6E68A"
"OM562471/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#E3E384"
"OM562472/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#EEEE9E"
"OM562473/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#E2E280"
"OM562474/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#BCBC23"
"OM562475/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#BABA1F"
"OM562476/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#BBBB21"
"OM562477/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#FBFBC0"
"OM562478/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#F9F9BA"
"OM562479/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#FCFCC2"
"OM562480/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#FFFFC8"
"OM562481/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#F5F5B0"
"OM562482/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#FAFABC"
"OM562483/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#F8F8B8"
"OM562484/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#F7F7B6"
"OM562485/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#FAFABE"
"OM562486/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#FDFDC4"
"OM562487/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#F4F4AE"
"OM562488/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#F6F6B2"
"OM562489/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#F6F6B4"
"OM562490/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#F3F3AC"
"OM562491/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#F2F2AA"
"OM562492/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#FEFEC6"
"OM562493/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#C2C231"
"OM562494/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#C3C335"
"OM562495/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#C2C233"
"OM562496/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#C5C539"
"OM562497/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#BFBF2B"
"OM562498/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#C0C02D"
"OM562499/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#C1C12F"
"OM562500/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#BEBE29"
"OM562501/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#C4C437"
"OM562502/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#CFCF53"
"OM562503/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#D1D157"
"OM562504/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#D2D25B"
"OM562505/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#D0D055"
"OM562506/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#CECE51"
"OM562507/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#D2D259"
"OM562508/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#DDDD74"
"OM562509/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#DBDB70"
"OM562510/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#DADA6E"
"OM562511/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#DADA6C"
"OM562512/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#D9D96A"
"OM562513/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#DCDC72"
"OM562544/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#BABA1D"
"OM562548/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#CDCD4D"
"OM562549/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#B1B107"
"OM562550/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#C6C63B"
"OM562551/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#D8D868"
"OM562552/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#CBCB49"
"OM562553/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#CACA45"
"OM562554/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#D7D766"
"OM562561/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#D6D663"
"OM562562/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#C8C841"
"OM562564/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#CECE4F"
"OM562567/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#D5D561"
"OM562568/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#C7C73F"
"OM562569/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#CACA47"
"OM562570/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#C9C943"
"OM562572/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#AFAF03"
"OM562575/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#B9B91B"
"OM562577/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#BEBE27"
"OM562578/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#F1F1A6"
"OM562580/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#E1E17E"
"OM562581/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#BDBD25"
"OM562583/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#F0F0A4"
"OM562584/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#EFEFA2"
"OM562585/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#F2F2A8"
"OM562586/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#D6D664"
"OM562587/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#D4D45F"
"OM562588/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#CCCC4B"
"OM562589/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#D3D35D"
"OM562592/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#C6C63D"
"OM562593/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#B0B005"
"OM562595/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#B5B511"
"OM562596/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#B7B717"
"OM562597/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#B6B615"
"OM562598/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#B6B613"
"OM562599/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#B4B40F"
"OM562600/KEN/cow/2016/SAT2","KEN","cow",2016,"SAT2","IV","#B3B30D"
"OQ401865/NER/cattle/2020/SAT2","NER","cattle",2020,"SAT2","VII","#B5E067"
"OQ401866/NER/cattle/2020/SAT2","NER","cattle",2020,"SAT2","VII","#AAD456"
"OQ401867/NER/cattle/2020/SAT2","NER","cattle",2020,"SAT2","VII","#C1EC79"
"OQ401868/NER/cattle/2020/SAT2","NER","cattle",2020,"SAT2","VII","#B9E46D"
"OQ401869/NER/cattle/2020/SAT2","NER","cattle",2020,"SAT2","VII","#B1DC61"
"OQ401871/NER/cattle/2020/SAT2","NER","cattle",2020,"SAT2","VII","#A2CC4A"
"OQ401872/NER/cattle/2020/SAT2","NER","cattle",2020,"SAT2","VII","#AED85C"
"OQ401873/NER/cattle/2020/SAT2","NER","cattle",2020,"SAT2","VII","#A6D050"
"OQ401874/NER/cattle/2020/SAT2","NER","cattle",2020,"SAT2","VII","#BDE873"
"OQ557396/ETH/cattle/1991/SAT2","ETH","cattle",1991,"SAT2","XIV","#FFDBED"
"OQ557397/ETH/cow/2022/SAT2","ETH","cow",2022,"SAT2","XIV","#D771AC"
