GBAC,country,host,collection_date,serotype,Topotype
OM562465/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
OM562464/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
OM562463/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
OM562462/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
OM562461/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
OM562460/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
OM562459/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
OM562458/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
OM562457/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
OM562456/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
OM562455/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
OM562454/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
OM562453/KEN/cow/2016/SAT2,KEN,cow,2016,SAT2,IV
