"GBAC","country","host","collection_date","serotype","Topotype","color"
"DQ404159/GBR/cow/2001/O","GBR","cow",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E17E"
"DQ404160/GBR/cow/2001/O","GBR","cow",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E17E"
"DQ404161/GBR/cow/2001/O","GBR","cow",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E17D"
"DQ404162/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF79"
"DQ404163/GBR/cow/2001/O","GBR","cow",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE78"
"DQ404164/GBR/cow/2001/O","GBR","cow",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE77"
"DQ404165/GBR/cow/2001/O","GBR","cow",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E282"
"DQ404166/GBR/cow/2001/O","GBR","cow",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E281"
"DQ404167/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E282"
"DQ404168/GBR/cow/2001/O","GBR","cow",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF78"
"DQ404169/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E486"
"DQ404170/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE76"
"DQ404171/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E1E180"
"DQ404172/GBR/cow/2001/O","GBR","cow",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E589"
"DQ404173/GBR/cow/2001/O","GBR","cow",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E6E68B"
"DQ404174/IRL/sheep/2001/O","IRL","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E589"
"DQ404175/GBR/cow/2001/O","GBR","cow",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E485"
"DQ404176/GBR/cow/2001/O","GBR","cow",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E6E68B"
"DQ404177/GBR/pig/2001/O","GBR","pig",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E588"
"DQ404178/GBR/pig/2001/O","GBR","pig",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E6E68C"
"DQ404179/GBR/pig/2001/O","GBR","pig",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E487"
"DQ404180/GBR/pig/2001/O","GBR","pig",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E58A"
"EF175732/CHN/Unknown/1999/O","CHN","Unknown",1999,"O","CATHAY","#5CADA0"
"EF552688/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E281"
"EF552689/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E383"
"EF552690/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E384"
"EF552691/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE78"
"EF552692/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E0E07B"
"EF552693/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E588"
"EF552694/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF7A"
"EF552695/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DEDE77"
"EF552696/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E2E280"
"EF552697/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E6E68B"
"EF614457/KOR/cattle/2002/O","KOR","cattle",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96B"
"EU214601/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E383"
"EU400597/CHN/Unknown/2001/O","CHN","Unknown",2001,"O","CATHAY","#65B4A8"
"EU448368/GBR/cow/1967/O","GBR","cow",1967,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#F5BE87"
"EU448369/GBR/cow/1967/O","GBR","cow",1967,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E3AA61"
"EU448370/GBR/cow/1967/O","GBR","cow",1967,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#EDB576"
"EU448371/GBR/cow/2007/O","GBR","cow",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E0A65A"
"EU448372/GBR/cow/2007/O","GBR","cow",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#FCC796"
"EU448373/GBR/cow/2007/O","GBR","cow",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#C88B29"
"EU448374/GBR/cow/2007/O","GBR","cow",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#EBB372"
"EU448375/GBR/cow/2007/O","GBR","cow",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#F2BB82"
"EU448376/GBR/cow/2007/O","GBR","cow",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#D69B46"
"EU448377/GBR/cow/2007/O","GBR","cow",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#FBC695"
"EU448378/GBR/sheep/2007/O","GBR","sheep",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E5AC65"
"EU448379/GBR/cow/2007/O","GBR","cow",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E4AB63"
"EU448380/GBR/cow/2007/O","GBR","cow",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#CF9237"
"EU448381/GBR/cow/2007/O","GBR","cow",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#CD9133"
"FJ175661/ISR/goat/2007/O","ISR","goat",2007,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F7F7B6"
"FJ175662/ISR/cattle/2007/O","ISR","cattle",2007,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F7F7B5"
"FJ175663/ISR/cattle/2007/O","ISR","cattle",2007,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F9F9BA"
"FJ175664/ISR/cattle/2007/O","ISR","cattle",2007,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#FAFABE"
"FJ175665/ISR/cattle/2007/O","ISR","cattle",2007,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F5F5B0"
"FJ175666/ISR/cattle/2007/O","ISR","cattle",2007,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F9F9BA"
"FJ461344/UGA/cow/2002/O","UGA","cow",2002,"O","EAST-AFRICA-2-EA-2","#6498B8"
"FJ461345/UGA/Unknown/2002/O","UGA","Unknown",2002,"O","EAST-AFRICA-2-EA-2","#5F93B3"
"FJ542365/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E486"
"FJ542366/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E7E78D"
"FJ542367/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E6E68A"
"FJ542368/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DFDF7A"
"FJ542369/GBR/sheep/2001/O","GBR","sheep",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E4E486"
"FJ542370/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E385"
"FJ542371/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E3E382"
"FJ542372/GBR/cattle/2001/O","GBR","cattle",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E5E587"
"GU125647/VNM/cattle/2006/O","VNM","cattle",2006,"O","III-NORTHWEST-ZIMBABWE-NWZ","#837DA8"
"GU125648/VNM/buffalo/2006/O","VNM","buffalo",2006,"O","III-NORTHWEST-ZIMBABWE-NWZ","#837DA7"
"GU125649/VNM/cattle/2006/O","VNM","cattle",2006,"O","III-NORTHWEST-ZIMBABWE-NWZ","#837DA8"
"GU125650/VNM/cattle/2006/O","VNM","cattle",2006,"O","III-NORTHWEST-ZIMBABWE-NWZ","#827CA7"
"GU384682/PAK/cattle/2008/O","PAK","cattle",2008,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E7E78F"
"GU384683/PAK/buffalo/2008/O","PAK","buffalo",2008,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E7E78E"
"GU582115/VNM/Unknown/2009/O","VNM","Unknown",2009,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8781AB"
"GU582116/VNM/Unknown/2009/O","VNM","Unknown",2009,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8781AB"
"HM008917/CHN/pig/2005/O","CHN","pig",2005,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D869"
"HM055510/VNM/Unknown/2009/O","VNM","Unknown",2009,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8C86B0"
"HM191257/UGA/cow/2006/O","UGA","cow",2006,"O","EAST-AFRICA-2-EA-2","#6A9DBD"
"HM229661/HKG/pig/2010/O","HKG","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8D88B1"
"HQ009509/CHN/pig/1999/O","CHN","pig",1999,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D869"
"HQ113232/PAK/cow/2009/O","PAK","cow",2009,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E8E890"
"HQ268524/BTN/Unknown/2004/O","BTN","Unknown",2004,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E8E890"
"HQ632768/MYS/pig/2000/O","MYS","pig",2000,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DDDD74"
"HQ632769/MYS/cattle/2001/O","MYS","cattle",2001,"O","III-NORTHWEST-ZIMBABWE-NWZ","#827CA7"
"HQ632770/MYS/cattle/2004/O","MYS","cattle",2004,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E8E891"
"HQ632771/MYS/pig/2005/O","MYS","pig",2005,"O","CATHAY","#459B8E"
"HQ632772/MYS/cattle/2007/O","MYS","cattle",2007,"O","III-NORTHWEST-ZIMBABWE-NWZ","#857FA9"
"JF749851/Unknown/Unknown/2001/O","Unknown","Unknown",2001,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D868"
"JF749852/Unknown/Unknown/2004/O","Unknown","Unknown",2004,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#E8E890"
"JN998085/CHN/pig/2010/O","CHN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A9A4C9"
"JN998086/CHN/cattle/2010/O","CHN","cattle",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8C87B0"
"JQ900581/CHN/pig/2010/O","CHN","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8D87B0"
"JQ973889/CHN/cow/2010/O","CHN","cow",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8E88B2"
"JX040485/BGR/pig/2010/O","BGR","pig",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F0F0A3"
"JX040486/BGR/cattle/2011/O","BGR","cattle",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F1F1A6"
"JX040487/BGR/cattle/2011/O","BGR","cattle",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F0F0A5"
"JX040488/BGR/cattle/2011/O","BGR","cattle",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F1F1A5"
"JX040489/BGR/cattle/2011/O","BGR","cattle",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F1F1A6"
"JX040490/BGR/cattle/2011/O","BGR","cattle",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F0F0A4"
"JX040491/TUR/cattle/2010/O","TUR","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EFEFA1"
"JX040492/TUR/cattle/2010/O","TUR","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEE9E"
"JX040493/TUR/cattle/2010/O","TUR","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EFEFA1"
"JX040494/TUR/cattle/2010/O","TUR","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EFEFA2"
"JX040495/TUR/cattle/2010/O","TUR","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F0F0A2"
"JX040496/TUR/cattle/2010/O","TUR","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EFEFA0"
"JX040497/TUR/cattle/2010/O","TUR","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EFEFA2"
"JX040498/TUR/cattle/2010/O","TUR","cattle",2010,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEE9F"
"JX040499/TUR/cattle/2011/O","TUR","cattle",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEEA0"
"JX040500/TUR/cattle/2011/O","TUR","cattle",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EEEE9F"
"JX040501/ISR/cattle/2011/O","ISR","cattle",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#EDED9E"
"JX066664/BGR/cattle/2011/O","BGR","cattle",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F0F0A4"
"JX066665/BGR/cattle/2011/O","BGR","cattle",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F0F0A3"
"JX570638/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#D49943"
"JX570639/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#F6BF89"
"JX570640/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E5AD66"
"JX570641/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#D49841"
"JX570642/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#F6C08A"
"JX570643/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#EFB87B"
"JX570644/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#F7C18C"
"JX570645/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#DBA050"
"JX570646/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#DEA457"
"JX570647/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#D59A44"
"JX570648/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#FAC491"
"JX570649/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E7AE6A"
"JX570650/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#DCA152"
"JX570651/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#D99F4D"
"JX570652/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#F3BC84"
"JX570653/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#E9B06D"
"JX570654/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#EAB271"
"JX570655/GBR/cattle/2007/O","GBR","cattle",2007,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#FFCA9C"
"JX869177/GBR/cattle/1967/O","GBR","cattle",1967,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#BE8014"
"JX869178/GBR/cattle/1967/O","GBR","cattle",1967,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#BE7F13"
"JX869179/GBR/cattle/1967/O","GBR","cattle",1967,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#F9C390"
"JX869180/GBR/cattle/1967/O","GBR","cattle",1967,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#C2841D"
"JX869181/GBR/cattle/1967/O","GBR","cattle",1967,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#CA8D2C"
"JX869182/GBR/cattle/1968/O","GBR","cattle",1968,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#F8C28E"
"JX869183/GBR/cattle/1968/O","GBR","cattle",1968,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#C98C2B"
"JX869184/GBR/cattle/1968/O","GBR","cattle",1968,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#C48620"
"JX869185/GBR/cattle/1968/O","GBR","cattle",1968,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#CB8E2E"
"JX869186/GBR/cattle/1968/O","GBR","cattle",1968,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#C2831B"
"JX869187/GBR/cattle/1968/O","GBR","cattle",1968,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#D3973F"
"JX869188/GBR/sheep/1968/O","GBR","sheep",1968,"O","EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH","#DDA355"
"KC440883/EGY/Unknown/2011/O","EGY","Unknown",2011,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#F3F3AC"
"KF112879/THA/pig/2009/O","THA","pig",2009,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8B85AF"
"KF112880/MMR/cattle/2009/O","MMR","cattle",2009,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8C86AF"
"KF112881/MNG/cattle/2010/O","MNG","cattle",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8882AC"
"KF112882/MNG/cattle/2010/O","MNG","cattle",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8883AC"
"KF112883/RUS/pig/2010/O","RUS","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A8A3C8"
"KF112884/RUS/cattle/2010/O","RUS","cattle",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8882AC"
"KF112885/JPN/cattle/2010/O","JPN","cattle",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A9A4CA"
"KF112886/KOR/cattle/2010/O","KOR","cattle",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#8F89B2"
"KF112887/KOR/pig/2010/O","KOR","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A7A2C8"
"KF112888/KOR/cattle/2011/O","KOR","cattle",2011,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A7A2C8"
"KF112889/HKG/pig/2010/O","HKG","pig",2010,"O","III-NORTHWEST-ZIMBABWE-NWZ","#A8A3C9"
"KF694731/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96C"
"KF694732/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D9D96A"
"KF694733/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6D"
"KF694734/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB6F"
"KF694735/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB6F"
"KF694736/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB70"
"KF694737/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6D"
"KF694738/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#D8D86A"
"KF694739/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6F"
"KF694740/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DBDB70"
"KF694741/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6E"
"KF694742/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DCDC71"
"KF694743/KOR/pig/2002/O","KOR","pig",2002,"O","MIDDLE-EAST-SOUTH-ASIA-ME-SA","#DADA6E"
