Position in AH012985/KOR/Unknown/2000/O, Recombination breakpoint number (100nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
403,0,2,0,1,0
405,0,2,0,1,0
407,0,2,0,1,0
409,0,2,0,1,0
411,0,2,0,1,0
413,0,2,0,1,0
415,0,2,0,1,0
417,0,2,0,1,0
419,0,2,0,1,0
421,0,2,0,1,0
423,0,2,0,1,0
425,0,2,0,1,0
427,0,2,0,1,0
429,0,2,0,1,0
431,0,2,0,1,0
433,0,2,0,1,0
435,0,2,0,1,0
437,0,2,0,1,0
439,0,2,0,1,0
441,0,2,0,1,0
443,0,2,0,1,0
445,0,2,0,1,0
447,0,2,0,1,0
449,0,2,0,1,0
451,0,2,0,1,0
453,0,2,0,1,0
455,0,2,0,1,0
457,0,2,0,1,0
459,0,2,0,1,0
461,0,2,0,1,0
463,0,2,0,1,0
465,0,2,0,1,0
467,0,2,0,1,0
469,0,2,0,1,0
471,0,2,0,1,0
473,0,2,0,1,0
475,0,2,0,1,0
477,0,2,0,1,0
479,0,2,0,1,0
481,0,2,0,1,0
483,0,2,0,1,0
485,0,2,0,1,0
487,0,2,0,1,0
489,0,2,0,1,0
491,0,2,0,1,0
493,0,2,0,1,0
495,0,2,0,1,0
497,0,2,0,1,0
499,0,2,0,1,0
501,0,2,0,1,0
503,0,2,0,1,0
505,0,2,0,1,0
507,0,2,0,1,0
509,0,2,0,1,0
511,0,2,0,1,0
513,0,2,0,1,0
515,0,2,0,1,0
517,0,2,0,1,0
519,0,2,0,1,0
521,0,2,0,1,0
523,0,2,0,1,0
525,0,2,0,1,0
527,0,2,0,1,0
529,0,2,0,2,0
531,0,2,0,2,0
533,0,2,0,2,0
535,0,2,0,2,0
537,1,2,0,2,0
539,1,2,0,2,0
541,1,2,0,2,0
543,1,3,0,2,0
545,1,3,0,2,0
547,1,3,0,2,0
549,1,3,0,2,0
551,1,3,0,2,0
553,1,3,0,2,0
555,1,3,0,2,0
557,1,3,0,2,0
559,1,3,0,2,0
561,1,3,0,2,0
563,1,3,0,2,0
565,1,3,0,2,0
567,1,3,0,2,0
569,1,3,0,2,0
571,2,3,0,2,0
573,2,3,0,2,0
575,2,3,0,2,0
577,2,2,0,2,0
579,2,2,0,2,0
581,2,2,0,2,0
583,2,2,0,2,0
585,2,2,0,2,0
587,2,2,0,2,0
589,2,2,0,2,0
591,2,2,0,2,0
593,2,2,0,2,0
595,2,2,0,2,0
597,2,2,0,2,0
599,2,2,0,2,0
601,2,2,0,2,0
603,2,2,0,2,0
605,2,2,0,2,0
607,2,2,0,2,0
609,2,2,0,2,0
611,2,2,0,2,0
613,2,2,0,2,0
615,2,2,0,2,0
617,2,2,0,2,0
619,2,2,0,2,0
621,2,2,0,2,0
623,3,2,0,2,0
625,3,2,0,2,0
627,3,2,0,2,0
629,3,2,0,1,0
631,3,2,0,1,0
633,3,2,0,1,0
635,3,2,0,1,0
637,2,2,0,1,0
639,2,2,0,1,0
641,2,2,0,1,0
643,2,2,0,1,0
645,2,2,0,1,0
647,2,2,0,1,0
649,2,2,0,1,0
651,2,2,0,1,0
653,2,2,0,1,0
655,2,2,0,1,0
657,2,2,0,1,0
659,2,2,0,1,0
661,2,2,0,1,0
663,2,2,0,1,0
665,2,2,0,1,0
667,2,2,0,1,0
669,2,2,0,1,0
671,1,2,0,1,0
673,1,2,0,1,0
675,1,2,0,1,0
677,1,2,0,1,0
679,1,2,0,1,0
681,1,2,0,1,0
683,1,2,0,1,0
685,1,2,0,1,0
687,1,2,0,1,0
689,1,2,0,1,0
691,1,2,0,1,0
693,1,2,0,1,0
695,1,2,0,1,0
697,1,2,0,1,0
699,1,2,0,1,0
701,1,2,0,1,0
703,1,2,0,1,0
705,1,2,0,1,0
707,1,2,0,1,0
709,1,2,0,1,0
711,1,2,0,1,0
713,1,2,0,1,0
715,1,2,0,1,0
717,1,2,0,1,0
719,1,2,0,1,0
721,1,2,0,1,0
723,0,2,0,1,0
725,0,2,0,1,0
727,0,2,0,1,0
729,0,2,0,1,0
731,0,2,0,1,0
733,0,2,0,1,0
735,0,2,0,1,0
737,0,2,0,1,0
739,0,2,0,1,0
741,0,2,0,1,0
743,0,2,0,1,0
745,0,2,0,1,0
747,1,2,0,1,0
749,1,2,0,1,0
751,1,2,0,1,0
753,1,2,0,1,0
755,1,2,0,1,0
757,1,2,0,1,0
759,1,2,0,1,0
761,1,2,0,1,0
763,1,2,0,1,0
765,1,2,0,1,0
767,1,2,0,1,0
769,1,2,0,1,0
771,1,2,0,1,0
773,1,2,0,2,0
775,1,2,0,2,0
777,1,2,0,2,0
779,1,2,0,2,0
781,1,2,0,2,0
783,1,2,0,1,0
785,1,2,0,1,0
787,1,2,0,1,0
789,1,2,0,1,0
791,1,2,0,1,0
793,2,2,0,1,0
795,2,2,0,1,0
797,2,2,0,1,0
799,2,2,0,1,0
801,2,2,0,1,0
803,2,2,0,1,0
805,2,2,0,1,0
807,2,2,0,1,0
809,2,2,0,1,0
811,2,2,0,1,0
813,2,2,0,1,0
815,2,2,0,1,0
817,2,2,0,1,0
819,2,2,0,1,0
821,2,2,0,1,0
823,2,2,0,1,0
825,2,2,0,1,0
827,2,2,0,1,0
829,2,2,0,1,0
831,2,2,0,1,0
833,2,2,0,1,0
835,2,2,0,1,0
837,2,2,0,1,0
839,2,2,0,1,0
841,2,2,0,1,0
843,2,2,0,1,0
845,2,2,0,1,0
847,1,2,0,1,0
849,1,2,0,1,0
851,1,2,0,1,0
853,1,2,0,1,0
855,1,2,0,1,0
857,1,2,0,1,0
859,1,2,0,1,0
861,1,2,0,1,0
863,1,2,0,1,0
865,1,2,0,1,0
867,1,2,0,1,0
869,1,2,0,1,0
871,1,2,0,1,0
873,1,2,0,1,0
875,1,2,0,1,0
877,1,2,0,1,0
879,1,2,0,1,0
881,1,2,0,1,0
883,1,2,0,1,0
885,1,2,0,1,0
887,1,2,0,1,0
889,1,2,0,1,0
891,1,2,0,1,0
893,0,2,0,1,0
895,0,2,0,1,0
897,0,2,0,1,0
899,0,2,0,1,0
901,0,2,0,1,0
903,0,2,0,1,0
905,0,2,0,1,0
907,0,2,0,1,0
909,0,2,0,1,0
911,0,2,0,1,0
913,0,2,0,1,0
915,0,2,0,1,0
917,0,2,0,1,0
919,0,2,0,1,0
921,0,2,0,1,0
923,0,2,0,1,0
925,0,2,0,1,0
927,0,2,0,1,0
929,0,2,0,1,0
931,0,2,0,1,0
933,0,2,0,1,0
935,0,2,0,1,0
937,0,2,0,1,0
939,0,2,0,1,0
941,0,2,0,2,0
943,0,2,0,1,0
945,0,2,0,1,0
947,0,2,0,2,0
949,0,2,0,2,0
951,0,2,0,2,0
953,0,2,0,2,0
955,0,2,0,2,0
957,0,2,0,2,0
959,0,2,0,2,0
961,0,2,0,2,0
963,0,2,0,2,0
965,0,2,0,2,0
967,0,2,0,2,0
969,0,2,0,2,0
971,0,2,0,2,0
973,0,3,0,2,0
975,0,3,0,2,0
977,0,3,0,2,0
979,0,3,0,2,0
981,0,2,0,2,0
983,0,2,0,2,0
985,0,3,0,2,0
987,0,3,0,2,0
989,0,3,0,2,0
991,0,3,0,2,0
993,0,2,0,2,0
995,0,2,0,2,0
997,0,2,0,2,0
999,0,2,0,2,0
1001,0,2,0,2,0
1003,0,2,0,2,0
1005,0,2,0,2,0
1007,0,2,0,2,0
1009,0,2,0,2,0
1011,0,3,0,2,0
1013,0,3,0,2,0
1015,0,3,0,2,0
1017,0,2,0,2,0
1019,0,2,0,2,0
1021,0,2,0,2,0
1023,0,2,0,2,0
1025,0,2,0,2,0
1027,0,2,0,2,0
1029,0,2,0,2,0
1031,0,2,0,2,0
1033,0,2,0,2,0
1035,0,2,0,2,0
1037,1,2,0,2,0
1039,1,2,0,2,0
1041,1,2,0,2,0
1043,1,2,0,2,0
1045,1,2,0,2,0
1047,1,2,0,2,0
1049,1,2,0,2,0
1051,1,2,0,2,0
1053,1,2,0,2,0
1055,1,2,0,2,0
1057,1,2,0,2,0
1059,1,2,0,2,0
1061,1,2,0,2,0
1063,1,2,0,2,0
1065,1,2,0,2,0
1067,1,2,0,2,0
1069,1,2,0,2,0
1071,1,2,0,2,0
1073,1,2,0,2,0
1075,1,2,0,2,0
1077,1,2,0,1,0
1079,1,2,0,1,0
1081,1,2,0,1,0
1083,1,2,0,1,0
1085,1,2,0,2,0
1087,1,2,0,2,0
1089,1,2,0,2,0
1091,1,2,0,2,0
1093,1,2,0,2,0
1095,1,2,0,2,0
1097,1,2,0,2,0
1099,1,2,0,2,0
1101,1,2,0,2,0
1103,1,2,0,2,0
1105,1,3,0,2,0
1107,1,3,0,2,0
1109,1,3,0,2,0
1111,1,3,0,2,0
1113,1,3,0,2,0
1115,1,3,0,2,0
1117,1,3,0,2,0
1119,1,3,0,2,0
1121,1,3,0,2,0
1123,1,3,0,2,0
1125,1,3,0,2,0
1127,1,3,0,2,0
1129,1,3,0,2,0
1131,1,3,0,2,0
1133,1,3,0,2,0
1135,1,3,0,2,0
1137,0,3,0,2,0
1139,0,3,0,2,0
1141,0,3,0,2,0
1143,0,3,0,2,0
1145,0,3,0,2,0
1147,0,3,0,2,0
1149,0,3,0,2,0
1151,0,3,0,2,0
1153,0,3,0,2,0
1155,0,3,0,2,0
1157,0,3,0,2,0
1159,0,2,0,2,0
1161,0,2,0,2,0
1163,0,2,0,2,0
1165,0,2,0,2,0
1167,0,2,0,2,0
1169,0,3,0,2,0
1171,1,3,0,2,0
1173,1,3,0,2,0
1175,1,3,0,2,0
1177,1,3,0,2,0
1179,1,3,0,2,0
1181,2,3,0,2,0
1183,2,3,0,2,0
1185,2,3,0,2,0
1187,2,3,0,2,0
1189,2,3,0,2,0
1191,2,3,0,2,0
1193,2,3,0,2,0
1195,2,3,0,2,0
1197,2,2,0,2,0
1199,2,3,0,2,0
1201,2,3,0,2,0
1203,2,2,0,2,0
1205,2,3,0,2,0
1207,2,3,0,2,0
1209,2,3,0,2,0
1211,2,3,0,2,0
1213,2,3,0,2,0
1215,2,2,0,2,0
1217,2,2,0,2,0
1219,2,2,0,2,0
1221,2,2,0,2,0
1223,2,2,0,2,0
1225,2,3,0,2,0
1227,2,2,0,2,0
1229,2,2,0,2,0
1231,2,2,0,2,0
1233,2,2,0,2,0
1235,2,2,0,2,0
1237,2,2,0,2,0
1239,2,2,0,2,0
1241,2,2,0,2,0
1243,2,2,0,2,0
1245,2,2,0,2,0
1247,2,3,0,2,0
1249,2,3,0,2,0
1251,2,2,0,2,0
1253,2,2,0,2,0
1255,2,2,0,2,0
1257,2,2,0,2,0
1259,2,3,0,2,0
1261,2,3,0,2,0
1263,2,2,0,2,0
1265,2,2,0,2,0
1267,2,2,0,2,0
1269,2,2,0,2,0
1271,1,2,0,2,0
1273,1,2,0,2,0
1275,1,2,0,2,0
1277,1,2,0,2,0
1279,1,2,0,2,0
1281,0,2,0,2,0
1283,0,3,0,2,0
1285,0,3,0,2,0
1287,0,3,0,2,0
1289,0,3,0,2,0
1291,0,3,0,2,0
1293,0,3,0,2,0
1295,0,3,0,2,0
1297,0,3,0,2,0
1299,0,2,0,2,0
1301,0,2,0,2,0
1303,0,2,0,2,0
1305,0,2,0,2,0
1307,0,2,0,1,0
1309,0,2,0,1,0
1311,0,2,0,1,0
1313,0,2,0,1,0
1315,0,2,0,1,0
1317,0,2,0,1,0
1319,0,2,0,1,0
1321,0,2,0,1,0
1323,0,2,0,1,0
1325,0,2,0,1,0
1327,0,2,0,1,0
1329,0,2,0,1,0
1331,0,2,0,1,0
1333,0,2,0,1,0
1335,0,2,0,1,0
1337,0,2,0,2,0
1339,0,2,0,2,0
1341,0,2,0,2,0
1343,0,2,0,2,0
1345,0,2,0,2,0
1347,0,2,0,1,0
1349,0,2,0,1,0
1351,0,2,0,2,0
1353,0,2,0,2,0
1355,0,2,0,2,0
1357,0,2,0,2,0
1359,0,2,0,1,0
1361,0,2,0,1,0
1363,0,2,0,1,0
1365,0,2,0,1,0
1367,0,2,0,2,0
1369,0,2,0,2,0
1371,0,2,0,2,0
1373,0,2,0,2,0
1375,0,2,0,2,0
1377,0,2,0,2,0
1379,0,2,0,2,0
1381,0,2,0,2,0
1383,0,2,0,1,0
1385,0,2,0,2,0
1387,0,2,0,1,0
1389,0,2,0,1,0
1391,0,2,0,1,0
1393,0,2,0,1,0
1395,0,2,0,1,0
1397,0,2,0,1,0
1399,0,2,0,1,0
1401,0,2,0,1,0
1403,0,2,0,1,0
1405,0,2,0,2,0
1407,0,2,0,2,0
1409,0,2,0,2,0
1411,0,2,0,2,0
1413,0,2,0,2,0
1415,0,2,0,2,0
1417,0,2,0,2,0
1419,0,2,0,2,0
1421,0,2,0,2,0
1423,0,2,0,2,0
1425,0,2,0,2,0
1427,0,2,0,2,0
1429,0,2,0,2,0
1431,0,2,0,2,0
1433,0,3,0,2,0
1435,0,3,0,2,0
1437,0,2,0,2,0
1439,0,2,0,2,0
1441,0,2,0,2,0
1443,0,2,0,2,0
1445,0,3,0,2,0
1447,0,3,0,2,0
1449,0,3,0,2,0
1451,0,3,0,2,0
1453,0,3,0,2,0
1455,0,3,0,2,0
1457,0,3,0,2,0
1459,0,3,0,2,0
1461,0,3,0,2,0
1463,0,3,0,2,0
1465,0,3,0,2,0
1467,0,3,0,2,0
1469,0,3,0,2,0
1471,0,3,0,2,0
1473,0,3,0,2,0
1475,0,3,0,2,0
1477,0,3,0,2,0
1479,0,3,0,2,0
1481,0,3,0,2,0
1483,0,3,0,2,0
1485,0,3,0,2,0
1487,0,3,0,2,0
1489,0,3,0,2,0
1491,0,3,0,2,0
1493,0,3,0,2,0
1495,0,2,0,2,0
1497,0,2,0,2,0
1499,0,2,0,2,0
1501,0,3,0,2,0
1503,0,3,0,2,0
1505,0,3,0,2,0
1507,0,3,0,2,0
1509,0,3,0,2,0
1511,0,3,0,2,0
1513,0,3,0,2,0
1515,0,3,0,2,0
1517,0,3,0,2,0
1519,0,3,0,2,0
1521,0,3,0,2,0
1523,0,3,0,2,0
1525,0,3,0,2,0
1527,0,3,0,2,0
1529,0,3,0,2,0
1531,0,3,0,2,0
1533,0,3,0,2,0
1535,0,3,0,2,0
1537,0,3,0,2,0
1539,0,3,0,2,0
1541,0,3,0,2,0
1543,0,3,0,2,0
1545,0,3,0,2,0
1547,0,3,0,2,0
1549,0,3,0,2,0
1551,0,3,0,2,0
1553,0,3,0,2,0
1555,0,3,0,2,0
1557,0,3,0,2,0
1559,0,3,0,2,0
1561,0,3,0,2,0
1563,0,3,0,2,0
1565,0,3,0,2,0
1567,0,3,0,2,0
1569,0,3,0,2,0
1571,0,3,0,2,0
1573,0,3,0,2,0
1575,0,3,0,2,0
1577,0,3,0,2,0
1579,0,3,0,2,0
1581,0,2,0,2,0
1583,0,3,0,2,0
1585,0,3,0,2,0
1587,0,3,0,2,0
1589,0,3,0,2,0
1591,0,3,0,2,0
1593,0,3,0,2,0
1595,0,3,0,2,0
1597,0,3,0,2,0
1599,0,3,0,2,0
1601,0,3,0,2,0
1603,0,3,0,2,0
1605,0,3,0,2,0
1607,0,3,0,2,0
1609,0,3,0,2,0
1611,0,3,0,2,0
1613,0,3,0,2,0
1615,0,3,0,2,0
1617,0,3,0,2,0
1619,0,3,0,2,0
1621,0,3,0,2,0
1623,0,3,0,2,0
1625,0,3,0,2,0
1627,0,3,0,2,0
1629,0,3,0,2,0
1631,0,3,0,2,0
1633,0,3,0,2,0
1635,0,3,0,2,0
1637,0,3,0,2,0
1639,0,3,0,2,0
1641,0,3,0,2,0
1643,0,3,0,2,0
1645,0,3,0,2,0
1647,0,3,0,2,0
1649,0,3,0,2,0
1651,0,3,0,2,0
1653,0,3,0,2,0
1655,0,3,0,2,0
1657,0,3,0,2,0
1659,0,3,0,2,0
1661,0,3,0,2,0
1663,0,3,0,2,0
1665,0,3,0,2,0
1667,0,3,0,2,0
1669,0,3,0,2,0
1671,0,3,0,2,0
1673,0,3,0,2,0
1675,0,3,0,2,0
1677,0,3,0,2,0
1679,0,3,0,2,0
1681,0,3,0,2,0
1683,0,3,0,2,0
1685,0,3,0,2,0
1687,0,3,0,2,0
1689,0,3,0,2,0
1691,0,3,0,2,0
1693,0,3,0,2,0
1695,0,3,0,2,0
1697,0,3,0,2,0
1699,0,3,0,2,0
1701,0,3,0,2,0
1703,0,3,0,2,0
1705,0,3,0,2,0
1707,0,3,0,2,0
1709,0,3,0,2,0
1711,0,3,0,2,0
1713,0,3,0,2,0
1715,0,3,0,2,0
1717,0,3,0,2,0
1719,0,3,0,2,0
1721,0,3,0,2,0
1723,0,3,0,2,0
1725,0,3,0,2,0
1727,0,3,0,2,0
1729,0,3,0,2,0
1731,0,3,0,2,0
1733,0,3,0,2,0
1735,0,3,0,2,0
1737,0,3,0,2,0
1739,0,3,0,2,0
1741,0,3,0,2,0
1743,0,3,0,2,0
1745,0,3,0,2,0
1747,0,3,0,2,0
1749,0,3,0,2,0
1751,0,3,0,2,0
1753,0,3,0,2,0
1755,0,3,0,2,0
1757,0,3,0,2,0
1759,0,3,0,2,0
1761,0,2,0,2,0
1763,0,2,0,2,0
1765,0,2,0,2,0
1767,0,2,0,2,0
1769,0,2,0,2,0
1771,0,2,0,2,0
1773,0,2,0,2,0
1775,0,2,0,2,0
1777,0,2,0,2,0
1779,0,3,0,2,0
1781,0,3,0,2,0
1783,0,2,0,2,0
1785,0,2,0,2,0
1787,0,2,0,2,0
1789,0,2,0,2,0
1791,0,2,0,1,0
1793,0,2,0,1,0
1795,0,2,0,1,0
1797,0,2,0,1,0
1799,0,2,0,1,0
1801,0,2,0,1,0
1803,0,2,0,1,0
1805,0,2,0,1,0
1807,0,2,0,1,0
1809,0,2,0,1,0
1811,0,2,0,1,0
1813,0,2,0,1,0
1815,0,2,0,1,0
1817,0,2,0,1,0
1819,0,2,0,1,0
1821,0,2,0,1,0
1823,0,2,0,1,0
1825,0,2,0,1,0
1827,0,2,0,1,0
1829,0,2,0,1,0
1831,0,2,0,1,0
1833,0,2,0,1,0
1835,0,2,0,1,0
1837,0,2,0,1,0
1839,0,2,0,1,0
1841,0,2,0,1,0
1843,0,2,0,1,0
1845,0,2,0,1,0
1847,0,2,0,1,0
1849,0,2,0,1,0
1851,0,2,0,1,0
1853,0,2,0,1,0
1855,0,2,0,1,0
1857,0,2,0,1,0
1859,0,2,0,1,0
1861,0,2,0,1,0
1863,0,2,0,1,0
1865,0,2,0,2,0
1867,0,2,0,2,0
1869,0,2,0,2,0
1871,0,2,0,2,0
1873,0,2,0,2,0
1875,0,2,0,2,0
1877,0,2,0,2,0
1879,0,2,0,2,0
1881,0,2,0,2,0
1883,0,2,0,2,0
1885,0,2,0,2,0
1887,0,2,0,2,0
1889,0,2,0,2,0
1891,0,2,0,2,0
1893,0,2,0,2,0
1895,0,2,0,2,0
1897,0,2,0,2,0
1899,0,2,0,2,0
1901,0,2,0,2,0
1903,0,2,0,2,0
1905,0,2,0,2,0
1907,0,2,0,2,0
1909,0,2,0,2,0
1911,0,2,0,2,0
1913,0,2,0,2,0
1915,0,2,0,2,0
1917,0,2,0,2,0
1919,0,2,0,2,0
1921,0,3,0,2,0
1923,0,2,0,2,0
1925,0,3,0,2,0
1927,0,3,0,2,0
1929,0,2,0,2,0
1931,0,3,0,2,0
1933,0,3,0,2,0
1935,0,3,0,2,0
1937,0,3,0,2,0
1939,0,2,0,2,0
1941,0,2,0,2,0
1943,0,2,0,2,0
1945,0,2,0,2,0
1947,0,2,0,2,0
1949,0,2,0,2,0
1951,0,2,0,2,0
1953,0,2,0,2,0
1955,0,2,0,2,0
1957,0,2,0,2,0
1959,0,2,0,2,0
1961,0,2,0,2,0
1963,0,3,0,2,0
1965,0,2,0,2,0
1967,0,2,0,2,0
1969,0,3,0,2,0
1971,0,2,0,2,0
1973,0,3,0,2,0
1975,0,3,0,2,0
1977,0,3,0,2,0
1979,0,3,0,2,0
1981,0,2,0,2,0
1983,0,3,0,2,0
1985,0,3,0,2,0
1987,0,3,0,2,0
1989,0,3,0,2,0
1991,0,3,0,2,0
1993,0,3,0,2,0
1995,0,3,0,2,0
1997,0,3,0,2,0
1999,0,3,0,2,0
2001,0,3,0,2,0
2003,0,3,0,2,0
2005,0,3,0,2,0
2007,0,3,0,2,0
2009,0,3,0,2,0
2011,0,3,0,2,0
2013,0,3,0,2,0
2015,0,3,0,2,0
2017,0,3,0,2,0
2019,0,3,0,2,0
2021,0,3,0,2,0
2023,0,3,0,2,0
2025,0,3,0,2,0
2027,0,3,0,2,0
2029,0,2,0,2,0
2031,0,2,0,2,0
2033,0,2,0,2,0
2035,0,3,0,2,0
2037,0,3,0,2,0
2039,0,3,0,2,0
2041,0,3,0,2,0
2043,0,3,0,2,0
2045,0,3,0,2,0
2047,0,3,0,2,0
2049,0,3,0,2,0
2051,0,3,0,2,0
2053,0,3,0,2,0
2055,0,3,0,2,0
2057,0,3,0,2,0
2059,0,3,0,2,0
2061,0,3,0,2,0
2063,0,3,0,2,0
2065,0,3,0,2,0
2067,0,3,0,2,0
2069,0,3,0,2,0
2071,0,3,0,2,0
2073,0,3,0,2,0
2075,0,3,0,2,0
2077,0,3,0,2,0
2079,0,3,0,2,0
2081,0,3,0,2,0
2083,0,3,0,2,0
2085,0,3,0,2,0
2087,0,3,0,2,0
2089,0,3,0,2,0
2091,0,3,0,2,0
2093,0,3,0,2,0
2095,0,3,0,2,0
2097,0,3,0,2,0
2099,0,3,0,2,0
2101,0,3,0,2,0
2103,0,3,0,2,0
2105,0,3,0,2,0
2107,0,3,0,2,0
2109,0,3,0,2,0
2111,0,3,0,2,0
2113,0,3,0,2,0
2115,0,3,0,2,0
2117,0,3,0,2,0
2119,0,3,0,2,0
2121,0,3,0,2,0
2123,0,3,0,2,0
2125,0,3,0,2,0
2127,0,3,0,2,0
2129,0,3,0,2,0
2131,0,3,0,2,0
2133,0,3,0,2,0
2135,0,3,0,2,0
2137,0,3,0,2,0
2139,0,3,0,2,0
2141,0,3,0,2,0
2143,0,3,0,2,0
2145,0,3,0,2,0
2147,0,3,0,2,0
2149,0,3,0,2,0
2151,0,3,0,2,0
2153,0,3,0,2,0
2155,0,3,0,2,0
2157,0,3,0,2,0
2159,0,3,0,2,0
2161,0,3,0,2,0
2163,0,3,0,2,0
2165,0,3,0,2,0
2167,0,3,0,2,0
2169,0,3,0,2,0
2171,0,3,0,2,0
2173,0,3,0,2,0
2175,0,3,0,2,0
2177,0,3,0,2,0
2179,0,3,0,2,0
2181,0,3,0,2,0
2183,0,3,0,2,0
2185,0,3,0,2,0
2187,0,3,0,2,0
2189,0,3,0,2,0
2191,0,3,0,2,0
2193,0,3,0,2,0
2195,0,3,0,2,0
2197,0,3,0,2,0
2199,0,3,0,2,0
2201,0,3,0,2,0
2203,0,3,0,2,0
2205,0,3,0,2,0
2207,0,3,0,2,0
