Position in AH012985/KOR/Unknown/2000/O, Recombination breakpoint number (100nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
403,0,5,0,4,0
405,0,5,0,4,0
407,0,5,0,4,0
409,0,5,0,4,0
411,0,5,0,4,0
413,0,5,0,4,0
415,0,5,0,4,0
417,0,5,0,4,0
419,0,5,0,4,0
421,0,5,0,4,0
423,0,5,0,4,0
425,0,5,0,4,0
427,0,5,0,4,0
429,0,5,0,4,0
431,0,5,0,4,0
433,0,5,0,4,0
435,0,5,0,4,0
437,0,5,0,4,0
439,0,5,0,4,0
441,0,5,0,4,0
443,0,5,0,4,0
445,0,5,0,4,0
447,0,5,0,4,0
449,0,5,0,4,0
451,0,5,0,4,0
453,0,5,0,4,0
455,0,5,0,4,0
457,0,5,0,4,0
459,0,5,0,4,0
461,0,5,0,4,0
463,0,5,0,4,0
465,0,5,0,4,0
467,0,5,0,4,0
469,0,5,0,4,0
471,0,5,0,4,0
473,0,5,0,4,0
475,0,5,0,4,0
477,0,5,0,4,0
479,0,5,0,4,0
481,1,5,0,4,0
483,1,5,0,4,0
485,1,5,0,4,0
487,1,5,0,4,0
489,1,5,0,4,0
491,1,5,0,4,0
493,1,5,0,4,0
495,1,5,0,4,0
497,1,5,0,4,0
499,1,5,0,4,0
501,1,5,0,4,0
503,1,5,0,4,0
505,1,5,0,4,0
507,1,5,0,4,0
509,1,5,0,4,0
511,1,4,0,4,0
513,1,4,0,4,0
515,1,4,0,4,0
517,1,5,0,4,0
519,1,5,0,4,0
521,1,5,0,4,0
523,1,5,0,4,0
525,1,5,0,4,0
527,1,5,0,4,0
529,1,5,0,4,0
531,1,5,0,4,0
533,1,5,0,4,0
535,1,5,0,4,0
537,1,5,0,4,0
539,1,5,0,4,0
541,1,5,0,4,0
543,1,5,0,4,0
545,1,5,0,4,0
547,2,6,0,4,0
549,2,6,0,4,0
551,2,6,0,4,0
553,2,6,0,5,0
555,2,6,0,4,0
557,3,6,0,5,0
559,4,6,0,4,0
561,4,6,0,4,0
563,5,6,0,5,0
565,5,6,0,5,0
567,5,6,0,4,0
569,5,6,0,5,0
571,5,6,0,5,0
573,5,6,0,5,0
575,6,6,0,5,0
577,6,6,0,5,0
579,6,6,0,5,0
581,5,6,0,5,0
583,5,6,0,5,0
585,5,6,0,5,0
587,7,6,0,5,0
589,7,6,0,5,0
591,7,6,0,4,0
593,7,6,0,5,0
595,7,6,0,5,0
597,7,6,0,4,0
599,7,6,0,5,0
601,7,6,0,5,0
603,7,6,0,5,0
605,7,6,0,5,0
607,7,6,0,5,0
609,7,6,0,5,0
611,8,6,0,5,0
613,9,6,0,5,0
615,9,6,0,4,0
617,10,6,0,5,0
619,10,6,0,5,0
621,11,6,0,4,0
623,12,6,0,4,0
625,12,6,0,4,0
627,12,6,0,4,0
629,12,6,0,4,0
631,12,6,0,4,0
633,12,5,0,4,0
635,12,5,0,4,0
637,12,5,0,4,0
639,12,5,0,4,0
641,12,5,0,4,0
643,12,5,0,4,0
645,13,5,0,4,0
647,12,5,0,4,0
649,12,5,0,4,0
651,12,5,0,4,0
653,12,5,0,4,0
655,12,5,0,3,0
657,11,5,0,3,0
659,10,5,0,3,0
661,10,5,0,4,0
663,9,5,0,3,0
665,11,5,0,3,0
667,11,5,0,4,0
669,11,5,0,3,0
671,11,5,0,4,0
673,11,5,0,4,0
675,10,5,0,4,0
677,10,5,0,4,0
679,10,5,0,4,0
681,10,5,0,3,0
683,10,5,0,4,0
685,10,5,0,4,0
687,8,4,0,3,0
689,9,5,0,4,0
691,9,5,0,4,0
693,11,5,0,4,0
695,11,5,0,4,0
697,12,5,0,4,0
699,12,5,0,4,0
701,12,5,0,4,0
703,13,5,0,4,0
705,13,5,0,4,0
707,13,5,0,4,0
709,13,5,0,4,0
711,12,5,0,4,0
713,13,5,0,4,0
715,13,5,0,4,0
717,13,5,0,4,0
719,13,5,0,4,0
721,12,5,0,4,0
723,11,5,0,4,0
725,11,5,0,4,0
727,12,5,0,4,0
729,12,5,0,4,0
731,12,5,0,4,0
733,12,5,0,4,0
735,13,5,0,4,0
737,13,5,0,4,0
739,13,5,0,4,0
741,13,5,0,4,0
743,13,5,0,4,0
745,12,5,0,4,0
747,13,5,0,4,0
749,13,5,0,4,0
751,13,5,0,4,0
753,13,5,0,4,0
755,14,5,0,4,0
757,14,5,0,4,0
759,15,5,0,4,0
761,15,5,0,4,0
763,15,5,0,4,0
765,13,5,0,4,0
767,13,5,0,4,0
769,14,5,0,4,0
771,19,5,0,4,0
773,19,5,0,4,0
775,20,5,0,4,0
777,21,5,0,4,0
779,22,6,0,4,0
781,22,5,0,4,0
783,22,5,0,4,0
785,22,5,0,4,0
787,22,5,0,4,0
789,22,5,0,4,0
791,22,5,0,4,0
793,20,5,0,4,0
795,20,5,0,4,0
797,19,5,0,4,0
799,19,5,0,4,0
801,19,5,0,4,0
803,19,5,0,4,0
805,19,5,0,4,0
807,19,5,0,4,0
809,19,5,0,4,0
811,19,5,0,4,0
813,17,5,0,4,0
815,17,5,0,4,0
817,17,5,0,4,0
819,18,5,0,4,0
821,18,5,0,4,0
823,18,5,0,4,0
825,18,5,0,4,0
827,17,5,0,4,0
829,17,5,0,4,0
831,18,5,0,4,0
833,18,5,0,4,0
835,17,5,0,5,0
837,18,6,0,5,0
839,18,6,0,5,0
841,18,6,0,5,0
843,18,6,0,5,0
845,18,6,0,5,0
847,17,6,0,5,0
849,17,6,0,5,0
851,17,6,0,5,0
853,18,6,0,5,0
855,17,6,0,5,0
857,17,6,0,5,0
859,16,6,0,5,0
861,16,6,0,5,0
863,16,6,0,5,0
865,16,6,0,5,0
867,16,6,0,5,0
869,15,6,0,5,0
871,10,6,0,5,0
873,11,6,0,5,0
875,10,6,0,5,0
877,10,6,0,5,0
879,9,6,0,5,0
881,9,6,0,5,0
883,9,6,0,5,0
885,9,6,0,5,0
887,9,6,0,5,0
889,8,6,0,5,0
891,8,6,0,5,0
893,8,6,0,5,0
895,8,6,0,5,0
897,8,6,0,5,0
899,8,6,0,5,0
901,9,6,0,5,0
903,8,6,0,5,0
905,9,6,0,5,0
907,9,6,0,5,0
909,10,6,0,5,0
911,10,6,0,5,0
913,10,6,0,5,0
915,10,6,0,5,0
917,9,6,0,5,0
919,8,6,0,5,0
921,9,6,0,5,0
923,9,6,0,5,0
925,9,7,0,5,0
927,9,7,0,5,0
929,9,7,0,5,0
931,8,7,0,5,0
933,9,7,0,5,0
935,9,7,0,6,0
937,8,7,0,6,0
939,8,7,0,6,0
941,8,7,0,6,0
943,8,8,0,6,0
945,8,7,0,6,0
947,8,8,0,6,0
949,8,8,0,6,0
951,8,8,0,6,0
953,7,8,0,6,1
955,7,8,0,6,1
957,7,8,0,6,0
959,7,8,0,6,1
961,7,8,0,6,1
963,7,8,0,6,1
965,7,8,0,6,1
967,7,8,0,6,1
969,7,8,0,6,1
971,7,8,0,6,1
973,6,8,0,6,1
975,6,8,0,6,1
977,5,8,0,7,1
979,5,8,0,6,1
981,5,8,0,6,1
983,5,8,0,6,1
985,5,8,0,7,1
987,5,8,0,7,1
989,5,8,0,7,1
991,5,8,0,7,1
993,5,8,0,7,1
995,5,8,0,6,1
997,5,8,0,7,1
999,5,8,0,7,1
1001,4,9,0,7,1
1003,4,9,0,7,1
1005,3,9,0,7,1
1007,3,9,0,7,1
1009,2,8,0,7,1
1011,2,8,0,7,1
1013,2,8,0,7,1
1015,2,8,0,7,1
1017,2,8,0,7,1
1019,2,8,0,7,1
1021,1,9,0,7,1
1023,1,9,0,7,1
1025,1,9,0,7,1
1027,1,9,0,7,1
1029,1,9,0,7,1
1031,1,9,0,7,1
1033,0,9,0,7,1
1035,0,9,0,7,1
1037,1,9,0,7,1
1039,1,9,0,7,1
1041,1,9,0,7,1
1043,1,9,0,7,1
1045,1,9,0,7,1
1047,1,9,0,7,1
1049,1,9,0,7,1
1051,1,9,0,7,1
1053,1,9,0,7,1
1055,1,9,0,7,1
1057,1,9,0,8,1
1059,1,9,0,7,1
1061,1,9,0,7,1
1063,1,9,0,8,1
1065,1,9,0,7,1
1067,1,9,0,8,1
1069,1,9,0,7,1
1071,1,9,0,7,1
1073,1,9,0,7,1
1075,1,9,0,7,1
1077,1,9,0,7,1
1079,1,9,0,7,1
1081,1,9,0,7,1
1083,1,9,0,7,1
1085,1,9,0,7,1
1087,1,9,0,7,1
1089,1,9,0,7,1
1091,1,9,0,7,1
1093,1,9,0,8,1
1095,1,9,0,8,1
1097,1,9,0,8,1
1099,1,9,0,8,1
1101,1,9,0,8,1
1103,1,9,0,8,1
1105,1,9,0,7,1
1107,1,9,0,7,1
1109,1,9,0,7,1
1111,1,9,0,7,1
1113,1,9,0,7,1
1115,1,9,0,7,1
1117,1,9,0,7,1
1119,1,8,0,7,1
1121,1,9,0,7,1
1123,1,8,0,7,1
1125,1,8,0,7,1
1127,1,8,0,7,1
1129,1,8,0,7,1
1131,1,8,0,7,1
1133,1,8,0,7,1
1135,1,8,0,7,1
1137,0,8,0,7,1
1139,0,8,0,7,1
1141,0,8,0,7,1
1143,0,8,0,6,1
1145,0,8,0,6,1
1147,0,8,0,6,1
1149,0,8,0,6,0
1151,0,8,0,6,1
1153,0,8,0,6,1
1155,0,8,0,6,1
1157,0,8,0,6,1
1159,0,8,0,6,1
1161,0,7,0,6,0
1163,0,7,0,6,1
1165,0,7,0,6,0
1167,0,7,0,6,0
1169,0,8,0,6,1
1171,0,8,0,6,1
1173,0,8,0,6,1
1175,0,8,0,6,1
1177,0,8,0,6,1
1179,0,8,0,6,1
1181,0,8,0,6,1
1183,0,8,0,6,1
1185,0,8,0,6,1
1187,0,8,0,6,1
1189,0,8,0,6,1
1191,0,8,0,6,0
1193,0,8,0,6,0
1195,0,8,0,6,0
1197,0,8,0,6,1
1199,0,8,0,6,1
1201,0,8,0,6,1
1203,0,8,0,6,1
1205,0,8,0,7,1
1207,0,8,0,7,1
1209,0,8,0,7,1
1211,0,8,0,7,1
1213,0,9,0,7,1
1215,0,9,0,7,1
1217,0,9,0,7,1
1219,0,9,0,7,1
1221,0,9,0,7,1
1223,0,9,0,7,1
1225,0,9,0,7,1
1227,0,9,0,7,1
1229,0,9,0,7,1
1231,0,9,0,7,1
1233,0,9,0,7,1
1235,0,9,0,7,1
1237,0,9,0,7,1
1239,0,9,0,7,1
1241,0,9,0,7,1
1243,0,9,0,7,1
1245,0,9,0,7,1
1247,0,9,0,7,1
1249,0,9,0,7,1
1251,0,9,0,7,1
1253,0,9,0,7,1
1255,0,9,0,7,1
1257,0,9,0,7,1
1259,0,9,0,7,1
1261,0,9,0,7,1
1263,0,8,0,7,1
1265,0,9,0,7,1
1267,0,9,0,7,1
1269,0,8,0,7,1
1271,0,9,0,7,1
1273,0,8,0,7,1
1275,0,8,0,7,1
1277,1,8,0,7,1
1279,1,8,0,6,1
1281,1,8,0,6,1
1283,1,8,0,6,1
1285,1,8,0,6,1
1287,1,8,0,6,1
1289,1,8,0,7,1
1291,1,8,0,6,1
1293,1,8,0,7,1
1295,1,8,0,7,1
1297,1,8,0,7,1
1299,1,8,0,6,1
1301,1,7,0,6,1
1303,1,7,0,6,1
1305,1,7,0,6,1
1307,1,7,0,6,1
1309,1,7,0,6,0
1311,1,7,0,6,0
1313,1,7,0,6,0
1315,1,7,0,6,0
1317,1,7,0,6,0
1319,1,7,0,5,0
1321,1,7,0,5,0
1323,1,7,0,5,0
1325,1,7,0,5,0
1327,1,7,0,6,0
1329,1,7,0,5,0
1331,1,7,0,6,0
1333,1,7,0,6,0
1335,1,7,0,5,0
1337,1,7,0,5,0
1339,1,7,0,5,0
1341,1,7,0,5,0
1343,1,7,0,5,0
1345,1,7,0,6,0
1347,1,7,0,5,0
1349,1,7,0,5,0
1351,1,7,0,6,0
1353,1,7,0,5,0
1355,1,7,0,5,0
1357,1,7,0,6,0
1359,1,7,0,6,0
1361,1,7,0,6,0
1363,1,7,0,6,0
1365,1,7,0,6,0
1367,1,7,0,6,0
1369,1,7,0,6,0
1371,1,7,0,6,0
1373,1,7,0,6,0
1375,1,7,0,6,0
1377,1,8,0,6,0
1379,0,8,0,6,1
1381,0,8,0,6,1
1383,0,8,0,6,1
1385,0,8,0,7,1
1387,0,8,0,7,1
1389,0,8,0,7,1
1391,1,8,0,7,1
1393,1,8,0,7,1
1395,1,8,0,7,1
1397,1,9,0,7,1
1399,1,9,0,7,1
1401,1,9,0,6,1
1403,1,9,0,6,1
1405,1,8,0,7,1
1407,1,8,0,6,1
1409,1,8,0,7,1
1411,1,8,0,7,1
1413,1,8,0,7,1
1415,1,8,0,7,1
1417,1,8,0,7,1
1419,1,8,0,7,1
1421,1,8,0,7,1
1423,1,8,0,7,1
1425,1,8,0,7,1
1427,1,8,0,6,1
1429,1,8,0,7,1
1431,1,8,0,7,1
1433,1,8,0,7,1
1435,1,8,0,7,1
1437,1,8,0,6,1
1439,1,8,0,7,1
1441,1,8,0,7,1
1443,1,8,0,7,1
1445,1,8,0,7,1
1447,1,8,0,7,1
1449,1,8,0,7,1
1451,1,8,0,7,1
1453,1,8,0,7,1
1455,1,8,0,7,1
1457,1,8,0,7,1
1459,1,8,0,7,1
1461,1,8,0,7,1
1463,1,9,0,7,1
1465,1,9,0,7,1
1467,1,8,0,6,1
1469,1,9,0,7,1
1471,1,8,0,7,1
1473,1,8,0,6,1
1475,1,8,0,6,1
1477,1,8,0,6,1
1479,1,8,0,6,1
1481,1,8,0,6,1
1483,1,8,0,6,1
1485,1,8,0,6,1
1487,1,8,0,6,1
1489,1,8,0,6,1
1491,0,8,0,6,1
1493,0,7,0,6,1
1495,0,8,0,6,1
1497,0,7,0,6,1
1499,0,7,0,6,1
1501,0,7,0,6,1
1503,0,7,0,6,1
1505,0,7,0,6,1
1507,0,7,0,6,1
1509,0,7,0,6,1
1511,0,7,0,6,1
1513,0,7,0,6,1
1515,0,7,0,6,1
1517,0,7,0,6,1
1519,0,8,0,6,1
1521,0,7,0,6,0
1523,0,8,0,6,1
1525,0,7,0,6,1
1527,0,7,0,6,1
1529,0,7,0,6,1
1531,0,7,0,6,0
1533,0,7,0,6,0
1535,0,7,0,6,0
1537,0,7,0,6,0
1539,0,7,0,6,0
1541,0,7,0,6,0
1543,0,7,0,6,0
1545,0,7,0,6,0
1547,0,7,0,6,0
1549,0,7,0,6,0
1551,0,7,0,6,0
1553,0,7,0,6,0
1555,0,8,0,6,0
1557,0,8,0,6,0
1559,0,8,0,6,0
1561,0,7,0,6,0
1563,0,7,0,6,0
1565,0,7,0,6,0
1567,0,7,0,6,1
1569,0,8,0,6,0
1571,0,8,0,6,1
1573,0,8,0,6,1
1575,0,8,0,6,1
1577,0,8,0,6,1
1579,0,8,0,6,1
1581,0,8,0,6,1
1583,0,8,0,6,1
1585,0,8,0,6,1
1587,0,8,0,6,1
1589,0,8,0,6,1
1591,0,8,0,6,1
1593,0,8,0,6,1
1595,1,8,0,6,1
1597,1,8,0,6,1
1599,1,8,0,6,1
1601,1,8,0,6,1
1603,1,8,0,6,1
1605,1,8,0,6,1
1607,1,8,0,6,1
1609,1,8,0,6,1
1611,1,8,0,6,1
1613,1,8,0,6,1
1615,1,8,0,6,1
1617,1,8,0,6,1
1619,1,8,0,6,1
1621,1,8,0,6,1
1623,1,8,0,6,1
1625,1,8,0,6,1
1627,1,8,0,6,1
1629,1,8,0,6,1
1631,1,8,0,7,1
1633,1,8,0,7,1
1635,1,8,0,6,1
1637,1,8,0,6,1
1639,1,8,0,6,1
1641,1,8,0,6,1
1643,1,8,0,7,1
1645,1,8,0,7,1
1647,1,8,0,7,1
1649,1,8,0,7,1
1651,1,8,0,7,1
1653,1,8,0,7,1
1655,1,9,0,7,1
1657,1,8,0,7,1
1659,1,8,0,7,1
1661,1,8,0,7,1
1663,1,8,0,7,1
1665,1,8,0,7,1
1667,1,8,0,7,1
1669,1,8,0,7,1
1671,1,9,0,7,1
1673,1,9,0,7,1
1675,1,9,0,7,1
1677,1,9,0,7,1
1679,1,9,0,7,1
1681,1,9,0,7,1
1683,1,9,0,7,1
1685,1,9,0,7,1
1687,1,9,0,7,1
1689,1,9,0,7,1
1691,1,9,0,7,1
1693,1,9,0,7,1
1695,0,9,0,7,1
1697,0,9,0,7,1
1699,0,9,0,7,1
1701,0,9,0,7,1
1703,0,9,0,7,1
1705,0,9,0,7,1
1707,0,9,0,7,1
1709,0,9,0,7,1
1711,0,9,0,7,1
1713,0,9,0,7,1
1715,0,9,0,8,1
1717,0,9,0,8,1
1719,0,9,0,8,1
1721,0,9,0,8,1
1723,0,9,0,8,1
1725,0,9,0,8,1
1727,0,9,0,7,1
1729,1,9,0,7,1
1731,1,9,0,7,1
1733,1,9,0,7,1
1735,1,9,0,7,1
1737,1,9,0,7,1
1739,1,9,0,7,1
1741,1,9,0,7,1
1743,1,9,0,7,1
1745,1,9,0,7,1
1747,1,9,0,7,1
1749,1,9,0,7,1
1751,1,9,0,7,1
1753,1,9,0,7,1
1755,1,9,0,7,1
1757,1,9,0,7,1
1759,1,9,0,7,1
1761,2,8,0,7,1
1763,2,8,0,7,1
1765,2,8,0,7,1
1767,2,8,0,7,1
1769,2,8,0,7,1
1771,2,8,0,7,1
1773,2,8,0,6,1
1775,2,8,0,6,1
1777,2,8,0,6,1
1779,2,8,0,6,1
1781,2,8,0,6,1
1783,2,8,0,6,1
1785,2,8,0,6,1
1787,2,8,0,6,1
1789,2,8,0,6,0
1791,2,8,0,6,0
1793,2,8,0,6,0
1795,2,7,0,6,0
1797,2,7,0,6,0
1799,2,7,0,6,0
1801,2,7,0,6,0
1803,2,7,0,6,0
1805,2,7,0,6,0
1807,2,7,0,6,1
1809,2,7,0,6,1
1811,2,7,0,6,1
1813,2,7,0,6,1
1815,2,7,0,6,0
1817,2,7,0,6,0
1819,2,7,0,6,0
1821,2,7,0,5,0
1823,2,7,0,5,0
1825,2,7,0,5,0
1827,2,7,0,5,0
1829,1,7,0,6,0
1831,1,7,0,6,0
1833,1,7,0,5,0
1835,1,7,0,5,0
1837,1,7,0,6,0
1839,1,7,0,6,0
1841,1,7,0,6,0
1843,1,7,0,6,0
1845,1,7,0,5,0
1847,1,7,0,6,0
1849,1,7,0,6,0
1851,1,7,0,6,0
1853,1,7,0,6,0
1855,1,7,0,6,0
1857,1,7,0,6,0
1859,1,7,0,6,0
1861,0,8,0,6,0
1863,0,8,0,7,1
1865,0,8,0,7,1
1867,0,8,0,7,0
1869,0,8,0,6,0
1871,0,8,0,6,1
1873,1,8,0,7,1
1875,1,8,0,7,1
1877,1,9,0,7,1
1879,1,8,0,7,1
1881,1,8,0,7,1
1883,1,8,0,7,1
1885,1,8,0,7,1
1887,1,8,0,7,1
1889,1,8,0,7,1
1891,1,8,0,7,1
1893,1,8,0,7,1
1895,1,8,0,7,1
1897,1,8,0,7,1
1899,1,8,0,7,1
1901,1,8,0,7,1
1903,2,8,0,6,1
1905,2,8,0,6,1
1907,2,8,0,6,1
1909,2,8,0,6,1
1911,2,8,0,6,1
1913,2,8,0,6,1
1915,2,8,0,6,1
1917,2,8,0,6,1
1919,2,8,0,6,1
1921,2,8,0,6,1
1923,2,8,0,6,1
1925,2,8,0,6,1
1927,2,8,0,6,1
1929,2,8,0,6,1
1931,2,8,0,6,1
1933,2,8,0,6,1
1935,2,8,0,6,1
1937,2,8,0,6,1
1939,2,8,0,6,1
1941,2,8,0,6,1
1943,2,8,0,6,1
1945,2,8,0,6,1
1947,2,8,0,6,1
1949,2,8,0,6,1
1951,2,8,0,6,1
1953,2,8,0,6,1
1955,2,8,0,6,1
1957,2,8,0,6,1
1959,2,8,0,6,1
1961,2,8,0,6,1
1963,2,7,0,6,1
1965,2,7,0,6,0
1967,2,7,0,6,0
1969,2,7,0,6,0
1971,2,7,0,5,0
1973,1,7,0,6,0
1975,1,7,0,6,0
1977,1,7,0,5,0
1979,1,7,0,5,0
1981,1,7,0,5,0
1983,1,7,0,5,0
1985,1,7,0,6,0
1987,1,7,0,6,0
1989,1,7,0,6,0
1991,1,7,0,6,0
1993,1,7,0,6,0
1995,1,7,0,6,0
1997,1,7,0,6,0
1999,1,7,0,6,1
2001,1,7,0,6,1
2003,0,7,0,6,1
2005,0,7,0,6,1
2007,0,7,0,6,1
2009,0,7,0,6,1
2011,0,7,0,6,1
2013,0,7,0,6,1
2015,0,7,0,6,1
2017,0,8,0,6,1
2019,0,7,0,6,1
2021,0,8,0,6,1
2023,0,8,0,6,1
2025,0,7,0,6,1
2027,0,8,0,6,1
2029,0,8,0,6,1
2031,0,7,0,6,1
2033,0,8,0,6,1
2035,0,8,0,6,1
2037,0,8,0,6,1
2039,0,8,0,6,1
2041,0,8,0,6,1
2043,0,8,0,6,1
2045,0,8,0,6,1
2047,0,8,0,6,1
2049,0,8,0,6,1
2051,0,8,0,6,1
2053,0,8,0,6,1
2055,0,8,0,6,1
2057,0,8,0,6,1
2059,0,8,0,6,1
2061,0,8,0,6,1
2063,0,8,0,7,1
2065,0,8,0,7,1
2067,0,8,0,7,1
2069,0,8,0,7,1
2071,0,9,0,7,1
2073,0,9,0,7,1
2075,0,9,0,7,1
2077,0,9,0,7,1
2079,0,9,0,7,1
2081,0,9,0,7,1
2083,0,9,0,7,1
2085,0,8,0,7,1
2087,0,8,0,7,1
2089,0,8,0,7,1
2091,0,8,0,7,1
2093,0,8,0,7,1
2095,0,8,0,7,1
2097,0,8,0,7,1
2099,0,8,0,7,1
2101,0,8,0,7,1
2103,0,8,0,7,1
2105,0,8,0,7,1
2107,0,8,0,7,1
2109,0,8,0,7,1
2111,0,9,0,7,1
2113,0,9,0,7,1
2115,0,9,0,7,1
2117,0,9,0,7,1
2119,0,9,0,7,1
2121,0,9,0,7,1
2123,0,9,0,7,1
2125,0,9,0,7,1
2127,0,8,0,7,1
2129,0,8,0,7,1
2131,0,8,0,7,1
2133,0,8,0,7,1
2135,0,9,0,7,1
2137,0,9,0,7,1
2139,0,8,0,7,1
2141,0,9,0,7,1
2143,0,9,0,7,1
2145,0,9,0,7,1
2147,0,9,0,7,1
2149,0,9,0,7,1
2151,0,8,0,7,1
2153,0,8,0,7,1
2155,0,8,0,7,1
2157,0,8,0,7,1
2159,0,8,0,7,1
2161,0,8,0,7,1
2163,0,8,0,7,1
2165,0,8,0,7,1
2167,0,8,0,7,1
2169,0,8,0,7,1
2171,0,8,0,7,1
2173,0,8,0,7,1
2175,0,8,0,7,1
2177,0,8,0,7,1
2179,0,8,0,7,1
2181,0,8,0,7,1
2183,0,8,0,7,1
2185,0,8,0,7,1
2187,0,8,0,7,1
2189,0,8,0,7,1
2191,0,8,0,7,1
2193,0,9,0,7,1
2195,0,9,0,7,1
2197,0,9,0,7,1
2199,0,8,0,7,1
2201,0,8,0,7,1
2203,0,8,0,7,1
2205,0,8,0,7,1
2207,0,8,0,7,1
