Position in AH012985/KOR/Unknown/2000/O, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
243,2,10,0,8,2
245,2,10,0,8,2
247,2,10,0,8,2
249,2,11,1,8,2
251,2,11,1,8,2
253,2,11,1,8,2
255,2,10,1,8,2
257,2,11,1,9,2
259,2,10,1,9,2
261,2,11,1,8,2
263,2,11,1,9,2
265,2,10,1,9,2
267,2,10,1,9,2
269,2,10,1,9,2
271,2,10,1,8,2
273,2,10,1,9,2
275,2,11,1,9,2
277,2,11,1,9,2
279,2,11,1,9,2
281,2,11,1,9,2
283,2,11,1,9,2
285,2,11,1,9,2
287,2,11,1,9,2
289,2,11,1,9,2
291,2,11,1,9,2
293,2,11,1,9,2
295,2,11,1,9,2
297,2,11,1,9,2
299,2,11,1,9,2
301,2,11,1,9,2
303,2,11,1,9,2
305,2,10,1,9,2
307,2,10,1,9,2
309,2,11,1,9,2
311,2,11,1,9,2
313,2,11,1,9,2
315,2,11,1,9,2
317,2,11,1,9,2
319,2,11,1,9,2
321,1,11,1,9,2
323,1,11,1,9,2
325,1,11,1,9,2
327,1,11,1,9,2
329,1,11,1,9,2
331,1,11,1,9,2
333,1,11,1,9,2
335,1,11,1,9,2
337,1,11,1,9,2
339,1,11,1,9,2
341,1,11,1,9,2
343,1,11,1,9,2
345,1,10,1,9,2
347,1,10,1,9,2
349,1,10,1,9,2
351,1,10,1,9,2
353,1,10,1,9,2
355,1,10,1,9,2
357,1,10,1,9,2
359,1,10,1,9,2
361,1,10,1,9,2
363,1,10,1,9,2
365,1,10,1,8,2
367,1,10,1,8,1
369,1,10,0,9,2
371,1,10,0,9,2
373,1,10,0,9,2
375,1,11,0,9,2
377,1,11,0,9,2
379,1,11,0,8,2
381,1,10,0,8,1
383,1,10,0,8,1
385,1,10,0,8,1
387,1,10,0,8,1
389,1,10,0,8,1
391,1,10,0,8,1
393,1,10,0,8,1
395,1,10,0,8,1
397,1,10,0,8,1
399,1,10,1,8,1
401,1,10,1,8,1
403,1,10,1,8,1
405,1,10,1,8,1
407,0,10,1,8,1
409,0,10,1,8,1
411,0,10,0,8,1
413,0,10,0,8,1
415,0,10,0,8,1
417,0,10,0,8,1
419,0,10,0,8,1
421,0,10,0,8,1
423,0,10,0,8,1
425,0,10,0,8,1
427,0,10,0,8,1
429,0,9,0,8,1
431,0,10,0,8,1
433,0,10,0,8,1
435,0,10,0,8,1
437,0,10,1,8,1
439,0,10,1,8,1
441,0,10,0,8,1
443,1,10,0,8,1
445,1,10,0,8,1
447,1,10,0,8,1
449,1,10,0,8,1
451,1,10,0,8,1
453,1,10,0,8,1
455,1,10,0,8,1
457,1,10,0,8,1
459,1,10,0,8,1
461,1,10,0,8,1
463,1,10,0,8,1
465,1,10,0,8,1
467,1,10,0,8,1
469,1,10,0,8,1
471,1,10,0,8,1
473,2,10,0,8,1
475,2,10,0,8,1
477,2,10,0,8,1
479,2,10,0,9,2
481,2,11,1,9,2
483,3,10,1,9,2
485,3,10,1,9,2
487,4,10,1,9,2
489,4,11,1,9,2
491,4,11,1,8,2
493,4,11,1,9,2
495,6,11,1,9,2
497,6,11,1,9,2
499,7,11,1,9,2
501,7,11,1,9,2
503,8,11,1,9,2
505,9,11,1,9,2
507,10,11,1,9,2
509,10,11,1,9,2
511,10,11,1,9,2
513,11,11,1,9,2
515,11,11,1,9,2
517,11,11,1,9,2
519,11,11,1,9,2
521,11,11,1,9,2
523,12,11,1,9,2
525,12,11,1,9,2
527,12,11,1,9,2
529,12,11,1,9,2
531,12,11,1,9,2
533,13,11,1,9,2
535,13,11,1,9,2
537,13,11,1,9,2
539,14,11,1,9,2
541,14,11,1,9,2
543,14,11,1,9,2
545,14,11,1,9,2
547,14,11,1,9,2
549,14,11,1,9,2
551,14,11,1,9,2
553,14,11,1,9,2
555,15,11,1,9,2
557,15,11,1,9,2
559,15,11,1,9,2
561,16,11,1,9,2
563,18,11,1,9,2
565,18,11,1,9,2
567,19,11,1,9,2
569,19,11,1,9,2
571,19,11,1,9,2
573,19,11,1,9,2
575,20,11,1,9,2
577,20,11,1,9,2
579,20,11,1,9,2
581,21,11,1,9,2
583,21,11,1,9,2
585,21,11,1,9,2
587,21,11,1,9,2
589,22,11,1,9,2
591,22,11,1,9,2
593,23,11,1,9,2
595,23,11,1,9,2
597,23,11,1,9,2
599,23,11,1,9,2
601,23,11,1,9,2
603,23,11,1,9,2
605,24,11,1,9,2
607,24,11,1,9,2
609,25,11,0,9,2
611,25,11,1,9,2
613,25,11,1,9,2
615,25,11,0,9,2
617,25,11,0,9,2
619,26,11,0,9,2
621,26,11,0,9,2
623,26,11,0,9,2
625,26,10,0,9,2
627,26,10,0,9,2
629,26,11,1,9,2
631,26,11,1,9,2
633,27,11,1,9,2
635,30,11,1,9,2
637,30,11,0,9,2
639,30,11,1,9,2
641,30,10,1,9,2
643,29,10,1,9,2
645,30,10,1,9,2
647,30,10,1,9,2
649,30,10,1,9,2
651,31,10,0,9,2
653,33,10,0,9,2
655,35,10,0,9,2
657,36,10,0,9,2
659,37,10,0,9,2
661,37,10,0,9,2
663,39,10,0,9,2
665,40,10,0,9,2
667,40,10,0,9,2
669,40,10,1,9,2
671,41,10,1,9,2
673,40,10,1,9,2
675,40,10,1,9,2
677,40,10,1,9,2
679,40,10,0,8,2
681,40,10,0,8,2
683,39,10,0,8,1
685,39,10,0,8,1
687,38,10,0,8,1
689,38,10,0,8,1
691,38,10,0,8,1
693,38,10,0,8,1
695,36,10,0,8,1
697,36,10,0,8,1
699,35,10,0,8,1
701,35,10,0,8,1
703,34,10,0,8,1
705,34,9,0,7,1
707,33,10,0,7,1
709,33,10,0,7,1
711,34,10,0,7,1
713,33,10,0,8,1
715,33,10,0,8,1
717,33,10,0,8,1
719,34,10,0,8,1
721,34,10,1,8,1
723,33,10,0,8,1
725,34,10,1,8,1
727,35,10,0,8,1
729,36,10,1,8,1
731,36,9,0,8,1
733,36,10,1,8,1
735,37,10,0,8,1
737,37,9,1,8,1
739,36,9,1,8,1
741,36,10,1,8,1
743,36,10,1,8,1
745,36,10,1,8,1
747,36,10,1,8,1
749,36,10,1,8,1
751,36,10,1,8,1
753,36,10,1,8,1
755,35,10,1,8,1
757,35,10,1,8,1
759,35,10,1,8,2
761,34,10,1,8,2
763,32,10,1,8,2
765,33,10,1,8,1
767,32,10,1,8,2
769,32,10,1,8,2
771,32,10,1,8,2
773,34,10,1,9,2
775,34,10,1,9,2
777,34,10,1,8,2
779,34,10,1,8,2
781,33,10,1,8,2
783,33,10,1,9,2
785,34,10,1,9,2
787,34,10,1,9,2
789,34,10,1,9,2
791,34,10,1,9,2
793,33,10,1,9,2
795,33,10,1,9,2
797,33,10,1,9,2
799,33,10,1,9,2
801,33,11,1,9,2
803,34,11,1,9,2
805,33,11,1,9,2
807,33,11,1,9,2
809,32,11,1,9,2
811,32,11,1,9,2
813,32,11,1,9,2
815,32,11,1,9,2
817,32,11,1,9,2
819,31,11,1,9,2
821,31,11,1,9,2
823,32,11,1,9,2
825,32,11,1,9,2
827,32,11,1,9,2
829,33,11,1,9,2
831,33,11,1,9,2
833,33,11,1,9,2
835,30,11,1,9,2
837,30,11,1,9,2
839,30,11,1,9,2
841,31,11,1,9,2
843,31,11,1,9,2
845,30,11,1,9,2
847,30,11,1,9,2
849,31,11,1,9,2
851,31,11,1,10,2
853,29,11,1,10,2
855,27,11,1,10,2
857,26,11,1,10,2
859,25,11,1,10,2
861,25,11,1,10,2
863,23,11,1,10,2
865,22,11,1,9,2
867,22,11,1,9,2
869,22,11,1,9,2
871,21,11,1,10,2
873,21,12,1,10,2
875,21,12,1,10,2
877,21,12,1,10,2
879,21,12,1,10,2
881,21,12,1,10,2
883,21,12,1,10,2
885,21,13,1,11,2
887,21,13,1,11,2
889,21,13,1,11,3
891,21,13,1,11,3
893,21,13,1,11,3
895,21,13,1,11,3
897,21,13,2,11,3
899,21,13,1,11,3
901,21,13,1,11,3
903,21,13,2,11,3
905,20,13,2,11,3
907,20,13,2,11,3
909,20,13,2,11,3
911,19,14,2,11,3
913,19,13,2,11,3
915,19,13,2,11,3
917,19,13,2,11,3
919,18,13,2,11,3
921,18,13,2,12,3
923,18,14,2,12,3
925,17,14,2,12,3
927,16,14,2,12,3
929,15,13,2,12,3
931,15,13,2,12,3
933,14,14,2,12,3
935,13,14,2,11,3
937,13,14,2,12,3
939,13,14,2,12,3
941,13,14,2,12,3
943,13,14,2,12,3
945,13,14,2,12,3
947,13,14,2,12,3
949,13,14,2,12,3
951,13,14,2,12,3
953,13,14,2,12,3
955,13,14,2,12,3
957,13,14,2,12,3
959,13,14,2,12,3
961,13,14,2,12,3
963,13,14,2,12,3
965,12,14,2,12,3
967,12,14,2,12,4
969,12,14,2,12,4
971,12,14,2,12,4
973,10,15,3,12,4
975,9,15,3,13,4
977,9,15,3,13,4
979,9,15,3,13,4
981,9,15,3,13,4
983,9,15,3,13,4
985,8,15,3,13,4
987,9,15,3,13,4
989,8,15,3,13,4
991,8,15,3,13,4
993,8,15,3,13,4
995,8,15,3,14,4
997,8,16,3,14,5
999,8,16,3,14,5
1001,8,16,3,14,5
1003,7,16,3,14,5
1005,7,16,3,14,5
1007,7,16,3,14,5
1009,7,16,3,14,5
1011,7,16,3,14,5
1013,7,16,3,14,5
1015,7,16,3,14,5
1017,7,16,3,14,5
1019,7,16,3,14,5
1021,7,16,3,14,5
1023,6,16,3,14,5
1025,6,16,3,14,5
1027,6,16,3,14,5
1029,5,16,3,14,5
1031,5,16,3,14,5
1033,4,16,3,14,5
1035,4,16,3,14,5
1037,4,16,3,14,5
1039,4,17,3,14,5
1041,3,17,3,14,5
1043,3,17,3,14,5
1045,3,17,3,14,5
1047,3,17,3,14,5
1049,2,17,3,15,5
1051,1,17,3,15,5
1053,1,17,3,14,5
1055,1,17,3,14,5
1057,1,17,3,14,5
1059,1,17,3,14,5
1061,1,17,3,14,5
1063,1,17,3,15,5
1065,1,17,3,15,5
1067,1,17,3,15,5
1069,1,17,3,14,5
1071,1,17,3,15,5
1073,1,17,3,14,5
1075,1,17,3,14,5
1077,1,17,3,14,5
1079,1,17,3,14,5
1081,1,17,3,14,5
1083,1,17,3,14,5
1085,1,16,3,14,5
1087,1,17,3,14,5
1089,1,17,3,14,5
1091,1,16,3,14,4
1093,1,16,3,14,4
1095,1,16,3,14,4
1097,1,16,3,14,4
1099,1,16,3,14,4
1101,1,17,3,14,4
1103,1,17,3,14,4
1105,1,17,3,14,4
1107,1,16,3,14,4
1109,1,16,3,13,4
1111,1,16,3,13,4
1113,1,16,3,13,4
1115,1,17,3,13,4
1117,1,17,3,14,4
1119,1,16,3,14,4
1121,1,16,3,13,4
1123,1,16,3,14,4
1125,1,16,3,13,4
1127,1,15,3,13,4
1129,1,15,3,13,4
1131,1,15,3,13,4
1133,1,16,3,13,4
1135,1,16,3,13,4
1137,1,15,3,13,4
1139,1,15,3,13,4
1141,1,15,3,13,4
1143,1,15,3,14,4
1145,1,16,3,14,4
1147,1,16,3,14,5
1149,1,16,3,14,5
1151,1,16,3,14,5
1153,1,16,3,14,5
1155,1,16,4,14,5
1157,1,16,4,14,5
1159,1,16,4,14,5
1161,1,16,4,14,5
1163,1,16,4,14,5
1165,1,16,4,14,5
1167,1,16,4,14,5
1169,1,16,3,14,5
1171,1,16,3,14,5
1173,1,16,3,14,5
1175,1,16,3,14,5
1177,1,16,3,14,5
1179,1,16,3,14,5
1181,1,16,3,14,4
1183,1,16,3,14,4
1185,1,16,3,13,4
1187,0,16,3,14,4
1189,0,16,3,14,4
1191,0,15,3,14,4
1193,0,15,3,13,4
1195,0,15,3,13,4
1197,0,15,2,13,4
1199,0,15,2,13,4
1201,0,15,2,13,4
1203,0,15,2,13,4
1205,0,15,2,13,4
1207,0,15,2,13,4
1209,0,15,2,13,4
1211,0,15,2,13,4
1213,0,15,2,13,4
1215,0,15,2,13,4
1217,0,15,2,13,4
1219,0,15,2,13,4
1221,0,15,2,13,4
1223,0,15,2,13,4
1225,0,15,2,13,4
1227,0,15,2,13,4
1229,0,15,2,13,4
1231,0,15,2,13,4
1233,0,15,2,13,4
1235,0,15,2,13,4
1237,0,15,2,13,4
1239,0,15,2,13,4
1241,0,15,2,12,4
1243,0,15,2,12,4
1245,0,15,2,12,4
1247,0,15,2,12,4
1249,0,15,2,12,4
1251,0,14,2,12,4
1253,0,15,2,12,4
1255,0,15,2,12,4
1257,0,15,2,12,4
1259,0,15,2,12,4
1261,0,15,2,12,4
1263,0,15,2,13,4
1265,0,15,2,12,4
1267,0,15,2,12,4
1269,0,15,2,12,4
1271,0,14,2,12,3
1273,0,14,2,12,4
1275,0,15,2,12,4
1277,0,15,2,13,4
1279,0,15,2,13,4
1281,0,15,2,13,4
1283,0,15,2,13,4
1285,0,15,2,13,4
1287,0,15,2,13,4
1289,0,15,2,12,4
1291,0,15,2,12,4
1293,0,15,2,13,4
1295,0,15,2,13,4
1297,0,15,2,12,4
1299,0,14,2,12,4
1301,0,14,2,12,4
1303,0,14,2,12,4
1305,0,14,2,12,4
1307,0,15,2,12,4
1309,0,15,2,13,4
1311,0,15,3,13,4
1313,0,15,3,13,4
1315,0,15,3,13,4
1317,0,15,3,13,4
1319,0,15,3,13,4
1321,0,15,2,13,4
1323,0,15,2,13,4
1325,0,15,3,13,4
1327,0,15,3,13,4
1329,0,15,3,13,4
1331,0,15,3,13,4
1333,0,16,3,13,4
1335,0,16,3,14,4
1337,0,16,3,14,4
1339,0,16,3,14,4
1341,1,16,3,14,4
1343,1,16,3,14,4
1345,1,16,3,14,4
1347,1,15,3,14,4
1349,1,15,3,13,4
1351,1,15,3,13,4
1353,1,14,3,13,4
1355,1,14,3,13,4
1357,1,14,2,13,4
1359,1,14,2,13,4
1361,1,14,2,13,4
1363,1,14,2,12,4
1365,1,15,2,12,4
1367,1,15,2,12,4
1369,1,14,2,12,4
1371,1,14,2,12,4
1373,1,14,2,12,4
1375,1,14,2,12,4
1377,1,15,2,12,4
1379,1,14,2,12,4
1381,1,14,2,12,4
1383,1,14,2,12,4
1385,1,14,2,12,4
1387,1,14,2,12,4
1389,1,14,2,12,4
1391,1,14,2,12,4
1393,1,14,2,12,4
1395,1,14,2,12,4
1397,1,14,2,12,4
1399,1,14,2,12,4
1401,1,14,2,12,4
1403,1,14,2,12,4
1405,1,14,2,12,4
1407,1,14,2,12,4
1409,1,14,2,12,4
1411,1,14,2,12,4
1413,1,14,2,12,4
1415,1,14,2,12,4
1417,1,14,2,12,4
1419,1,14,2,12,4
1421,1,14,2,12,4
1423,1,14,2,12,4
1425,1,14,2,12,4
1427,1,14,2,12,4
1429,1,14,2,12,4
1431,1,14,2,12,4
1433,1,14,3,13,4
1435,1,14,3,13,4
1437,1,15,3,13,4
1439,1,15,3,13,4
1441,1,15,3,13,4
1443,1,15,3,13,4
1445,1,14,3,13,4
1447,1,14,3,13,4
1449,1,14,3,13,4
1451,1,15,3,13,4
1453,1,15,3,13,4
1455,1,15,3,13,4
1457,1,15,3,13,4
1459,1,15,3,13,4
1461,1,15,3,13,4
1463,1,15,2,13,4
1465,1,15,2,13,4
1467,1,15,3,13,4
1469,1,15,2,13,4
1471,1,15,2,13,4
1473,1,15,3,13,4
1475,1,15,3,13,4
1477,1,15,2,13,4
1479,1,15,2,13,4
1481,1,15,2,13,4
1483,1,15,2,13,4
1485,1,14,2,13,4
1487,1,15,3,13,4
1489,1,15,3,13,4
1491,1,15,3,13,4
1493,1,15,3,13,4
1495,1,15,3,13,4
1497,1,15,3,13,4
1499,1,15,3,13,4
1501,1,15,3,13,4
1503,1,15,3,13,4
1505,1,15,3,13,4
1507,1,15,3,13,4
1509,1,15,3,13,4
1511,1,14,3,13,4
1513,1,14,3,13,4
1515,1,14,3,13,4
1517,1,14,3,13,4
1519,1,14,3,13,4
1521,1,14,3,13,4
1523,1,14,3,13,4
1525,1,14,3,13,4
1527,1,14,3,13,4
1529,1,14,3,12,4
1531,1,14,2,12,4
1533,1,13,2,12,4
1535,1,13,2,12,4
1537,1,14,2,12,4
1539,1,13,2,12,4
1541,0,13,2,12,3
1543,0,13,2,12,3
1545,0,13,2,12,4
1547,0,13,2,12,3
1549,0,13,2,12,3
1551,0,13,2,12,3
1553,0,13,2,12,4
1555,0,13,2,12,4
1557,0,13,2,12,4
1559,0,13,2,12,3
1561,0,13,2,12,3
1563,0,13,2,12,3
1565,1,13,2,12,3
1567,1,13,2,12,3
1569,1,13,2,12,3
1571,1,13,2,12,3
1573,1,13,2,12,3
1575,1,14,2,12,4
1577,1,14,2,12,4
1579,1,14,2,12,4
1581,1,14,2,12,4
1583,1,14,2,12,4
1585,1,14,2,12,4
1587,1,14,2,12,4
1589,1,14,2,12,4
1591,1,14,2,13,4
1593,1,14,2,12,4
1595,1,14,2,13,4
1597,1,14,2,13,4
1599,1,14,2,12,4
1601,1,14,2,12,4
1603,1,14,2,12,4
1605,1,14,2,13,4
1607,1,14,2,13,4
1609,1,14,2,13,4
1611,1,14,2,13,4
1613,1,14,3,13,4
1615,1,15,3,13,4
1617,1,15,3,13,4
1619,1,15,3,13,4
1621,1,15,3,13,4
1623,1,15,3,13,4
1625,1,16,3,13,4
1627,1,16,3,13,4
1629,1,16,3,13,4
1631,1,16,3,14,4
1633,1,16,3,14,4
1635,1,16,3,14,4
1637,1,16,3,14,4
1639,1,16,3,14,5
1641,1,16,3,14,5
1643,1,16,3,14,5
1645,1,16,3,14,5
1647,1,16,3,14,5
1649,1,16,3,14,5
1651,1,16,3,14,4
1653,1,16,3,14,5
1655,1,16,3,14,5
1657,1,16,3,14,5
1659,1,16,3,14,5
1661,1,16,3,14,5
1663,1,16,3,14,5
1665,1,16,3,14,5
1667,1,16,3,14,5
1669,1,16,3,14,5
1671,1,16,3,14,5
1673,1,17,3,14,5
1675,1,17,3,14,5
1677,1,17,3,14,5
1679,1,17,3,14,5
1681,1,17,3,14,5
1683,1,17,3,14,5
1685,2,17,3,14,5
1687,2,17,3,14,5
1689,2,17,3,14,5
1691,2,17,3,14,5
1693,2,17,3,14,5
1695,2,17,3,14,5
1697,2,17,3,14,5
1699,2,17,3,14,5
1701,2,17,3,14,5
1703,2,17,3,14,5
1705,2,17,3,14,5
1707,2,17,3,14,5
1709,2,17,3,14,5
1711,2,17,3,14,5
1713,2,17,3,14,5
1715,2,17,3,14,5
1717,2,17,3,14,5
1719,2,17,3,14,5
1721,2,16,3,14,5
1723,2,16,3,14,5
1725,2,16,3,14,5
1727,2,15,3,14,5
1729,2,16,3,14,5
1731,2,16,3,14,5
1733,2,15,3,14,5
1735,2,15,3,14,5
1737,2,15,3,14,5
1739,2,16,3,13,5
1741,2,16,3,13,5
1743,2,16,3,13,4
1745,2,15,3,13,4
1747,2,15,3,13,4
1749,2,15,3,13,5
1751,2,15,3,13,5
1753,2,15,3,13,5
1755,2,15,3,13,5
1757,2,15,3,13,5
1759,2,15,3,13,5
1761,2,15,3,14,5
1763,2,15,3,14,5
1765,1,15,3,14,5
1767,1,15,3,14,5
1769,1,16,3,14,5
1771,1,16,3,14,5
1773,1,15,3,14,5
1775,1,15,3,14,5
1777,1,15,3,14,5
1779,1,15,3,13,5
1781,1,15,3,13,4
1783,1,15,3,13,4
1785,1,15,3,13,4
1787,1,15,3,13,4
1789,1,15,3,13,5
1791,1,15,3,13,5
1793,1,15,3,13,4
1795,1,15,3,13,4
1797,1,15,3,13,4
1799,1,15,3,13,4
1801,1,15,3,13,4
1803,1,15,3,13,4
1805,1,15,3,13,4
1807,1,15,3,13,4
1809,1,15,3,13,4
1811,1,15,3,13,4
1813,1,15,2,13,4
1815,1,15,3,13,4
1817,1,15,3,13,4
1819,1,15,3,13,4
1821,1,15,2,13,4
1823,1,14,2,12,4
1825,1,14,3,12,4
1827,1,14,3,13,4
1829,1,14,3,12,4
1831,1,14,3,12,4
1833,1,14,3,12,4
1835,1,14,2,12,4
1837,1,14,2,12,4
1839,1,14,2,12,4
1841,1,14,2,12,4
1843,1,14,2,12,4
1845,1,14,2,12,4
1847,1,14,3,12,4
1849,1,14,3,12,4
1851,1,14,2,12,4
1853,1,14,2,12,3
1855,1,14,2,12,3
1857,1,14,2,12,3
1859,1,14,2,12,3
1861,1,14,2,12,3
1863,1,14,2,12,3
1865,1,14,2,11,3
1867,1,14,2,11,3
1869,1,14,2,12,3
1871,2,14,2,12,3
1873,2,14,2,12,3
1875,2,14,2,12,4
1877,2,14,2,12,4
1879,2,14,2,12,4
1881,2,14,2,12,4
1883,2,13,2,12,3
1885,1,13,2,12,3
1887,1,13,2,12,3
1889,1,13,2,12,3
1891,1,13,2,12,3
1893,1,14,2,12,3
1895,1,14,2,11,3
1897,1,14,2,12,3
1899,1,14,2,11,3
1901,1,14,2,11,3
1903,1,14,2,11,3
1905,1,14,2,12,3
1907,1,14,2,12,3
1909,1,14,2,12,3
1911,1,14,2,12,3
1913,1,14,2,12,3
1915,1,14,2,12,3
1917,1,14,2,12,3
1919,1,14,2,12,3
1921,1,14,2,12,3
1923,1,13,2,12,3
1925,1,13,2,12,3
1927,1,13,2,12,3
1929,1,13,2,12,3
1931,1,13,2,12,3
1933,1,13,2,12,3
1935,1,13,2,12,3
1937,1,14,2,12,3
1939,1,14,2,12,3
1941,1,14,2,12,3
1943,1,14,2,12,3
1945,1,14,2,12,3
1947,1,14,2,12,3
1949,1,14,2,12,4
1951,1,14,2,12,4
1953,1,14,2,12,3
1955,1,14,2,12,3
1957,1,14,2,12,3
1959,1,14,2,12,3
1961,1,14,2,12,3
1963,1,14,2,12,3
1965,1,14,2,12,3
1967,1,14,2,12,3
1969,1,14,2,12,3
1971,1,14,2,12,3
1973,1,14,2,12,3
1975,1,14,2,12,3
1977,1,14,2,12,4
1979,1,14,2,12,4
1981,1,14,2,12,4
1983,1,14,2,12,4
1985,1,14,2,12,4
1987,1,14,2,12,4
1989,1,14,2,12,4
1991,1,13,2,12,4
1993,1,13,2,12,4
1995,1,13,2,12,4
1997,1,14,2,12,4
1999,1,14,2,12,4
2001,1,14,2,12,4
2003,1,14,2,12,4
2005,1,14,2,12,4
2007,1,13,2,12,4
2009,1,13,2,12,4
2011,1,13,2,12,4
2013,1,13,2,12,3
2015,1,14,2,11,3
2017,1,14,2,12,3
2019,1,14,2,12,3
2021,1,14,2,12,3
2023,1,14,2,12,4
2025,1,14,2,12,3
2027,1,14,2,12,3
2029,1,14,2,12,3
2031,1,14,2,12,3
2033,1,14,2,12,3
2035,1,14,2,12,3
2037,1,13,2,12,3
2039,1,14,2,12,3
2041,1,14,2,12,3
2043,1,14,2,12,3
2045,1,14,2,12,3
2047,1,14,2,12,3
2049,1,14,2,12,3
2051,1,14,2,12,3
2053,1,14,2,12,3
2055,1,14,2,12,3
2057,1,14,2,12,3
2059,1,14,2,12,4
2061,1,15,2,12,4
2063,1,15,2,12,4
2065,1,14,2,12,4
2067,1,15,2,12,4
2069,1,15,2,13,4
2071,0,15,2,13,4
2073,0,15,2,13,4
2075,0,14,2,12,4
2077,0,14,2,13,4
2079,0,15,2,13,4
2081,0,15,2,13,4
2083,0,15,2,13,4
2085,0,15,2,13,4
2087,0,15,2,13,4
2089,0,15,2,13,4
2091,0,15,3,13,4
2093,0,14,3,13,4
2095,0,14,3,13,4
2097,0,15,3,13,4
2099,0,15,2,13,4
2101,0,15,2,13,4
2103,0,15,2,13,4
2105,0,14,2,13,4
2107,0,14,2,13,4
2109,0,14,2,13,4
2111,0,15,3,13,4
2113,0,15,3,13,4
2115,0,15,3,13,4
2117,0,14,3,13,4
2119,0,15,3,13,4
2121,0,15,3,13,4
2123,0,15,3,13,4
2125,0,15,3,13,4
2127,0,15,3,13,4
2129,0,15,3,13,4
2131,0,15,3,13,4
2133,0,15,3,13,4
2135,0,14,3,13,4
2137,0,15,3,13,4
2139,0,14,3,13,4
2141,0,14,3,13,4
2143,0,15,3,13,4
2145,0,15,3,13,4
2147,0,15,3,13,4
2149,0,15,3,13,4
2151,0,15,3,13,4
2153,0,15,3,13,4
2155,0,15,3,13,4
2157,0,15,3,13,4
2159,0,15,3,13,4
2161,0,15,3,13,4
2163,0,15,3,13,4
2165,0,16,3,13,4
2167,0,16,2,13,4
2169,0,16,2,13,4
2171,0,16,3,13,4
2173,0,15,3,13,4
2175,0,15,3,13,4
2177,0,15,3,13,4
2179,0,15,3,13,4
2181,0,15,3,13,4
2183,0,15,3,13,4
2185,0,15,3,13,4
2187,0,15,3,13,4
2189,0,15,3,13,4
2191,0,15,3,13,4
2193,0,15,3,13,4
2195,0,15,3,13,4
2197,0,15,3,13,4
2199,0,15,3,13,4
2201,0,15,3,13,4
2203,0,15,3,13,4
2205,0,15,3,13,4
2207,0,15,3,13,4
